marketing_id,campaign_group_id,product_id,product_segment,promotion_type,discount_value,target_customer_type,promotion_date,duration_days,channel,budget,actual_cost
MKT_f31c879d,CAMP_21637d40,PROD_39002d3b,Produits grand public,pourcentage_remise,14.77,or,2017-07-04,11.0,SMS,8795.0,10209.97
BADID,CAMP_21637d40,PROD_b2540c40,Produits grand public,inconnu,98.41,bronze,2024-10-02,21.0,TV,-338.42,18073.6
MKT_8446c337,CAMP_21637d40,PROD_c33ce883,Produits grand public,remboursement_immediat,12.49,bronze,2016-05-31,19.0,email,11900.0,9878.09
MKT_630ee744,CAMP_21637d40,PROD_4aac8a0c,,,,argent,2021-07-28,24.0,email,16861.0,14436.98
MKT_d4f001f6,CAMP_21637d40,PROD_66d3c289,Produits grand public,pourcentage_remise,7.31,bronze,2015-06-13,,TV,-444.26,2574.05
MKT_2ca24356,CAMP_21637d40,BADID,Produits de niche,pourcentage_remise,11.0,bronze,2021-03-01,20.0,SMS,27395.0,33942.81
MKT_cbd3a5fd,CAMP_21637d40,PROD_0eb2d27c,Produits grand public,remboursement_immediat,15.08,or,2025-07-06,19.0,SMS,,
MKT_d9852b37,CAMP_c3d5984e,PROD_21cb6e2f,Produits grand public,inconnu,,argent,2016-05-18,17.0,SMS,23155.0,18982.12
MKT_5865dfee,CAMP_c257497a,PROD_16d7b24f,Produits de niche,pourcentage_remise,21.55,platine,2020-04-26,11.0,TV,13769.0,12668.28
MKT_b487f8f2,CAMP_c257497a,PROD_4b9367a4,Produits grand public,produit_gratuit,14.17,argent,2018-12-05,25.0,TV,20672.0,20191.22
MKT_abe2417f,CAMP_c257497a,PROD_f3583a50,Produits de niche,remboursement_immediat,40.88,bronze,2023-06-08,30.0,email,10344.0,11855.72
MKT_04938d23,CAMP_c257497a,PROD_UNKNOWN,Produits grand public,,-50.66,or,2025-01-01,17.0,SMS,19889.0,25653.85
MKT_f35982b0,CAMP_77d1353f,PROD_69b16fac,Produits grand public,pourcentage_remise,28.17,platine,2017-01-14,20.0,email,2125.0,1586.06
MKT_d0785dfe,CAMP_77d1353f,PROD_53770cb4,,produit_gratuit,155.02,platine,2015-10-27,15.0,TV,,
MKT_b4ef24c4,CAMP_77d1353f,PROD_7e282561,Produits grand public,produit_gratuit,289.61,argent,2019-05-13,20.0,email,4271.0,3594.92
MKT_3d9f9cc3,CAMP_77d1353f,PROD_fc589a62,Produits grand public,,,bronze,2015-08-12,23.0,SMS,8696.0,10436.71
MKT_da787d9e,CAMP_3428bd0e,PROD_286c5081,Produits de niche,,,platine,2019-10-13,23.0,email,1427.0,1075.63
MKT_5831f3cb,CAMP_3428bd0e,PROD_f79a0201,Produits grand public,remboursement_immediat,33.0,bronze,2020-08-18,17.0,TV,4808.0,3386.91
