expense_id,expense_type,amount,related_entity,date,receipt_available,cost_center,fiscal_period
ACC_859dcb53,investissement,10.39,ENT_d12f0749,2023-01-14,True,entrepot,2021-Q2
BADID,salaires,-486.24,,2024-01-06,True,magasin,2015-Q3
ACC_25e0e777,salaires,465.18,MAG_ad05c05e,2017-03-28,True,entrepot,2018-Q2
ACC_bf58d5e3,investissement,21.88,,2015-07-10,True,magasin,2021-Q1
ACC_481d8bae,taxe_carbone,229.76,MAG_f7d651d5,2019-05-07,True,logistique,2024-Q2
ACC_d9530de9,maintenance,80.12,MAG_b304d554,2017-04-14,True,magasin,2018-Q2
ACC_c5584a10,investissement,16.16,ENT_07016791,2022-09-09,True,entrepot,2020-Q4
ACC_9d3a7e54,logistique,77.16,ENT_4b1ad8fd,2020-10-30,True,siège,2018-Q2
ACC_39c60eb8,logistique,404.31,,2025-04-18,True,siège,2019-Q1
ACC_3808c7f7,maintenance,73.04,,2015-06-04,True,magasin,2022-Q2
ACC_6c4c4006,logistique,37.97,MAG_e59948d2,2016-08-03,True,logistique,2017-Q2
ACC_c29b18da,extra,151.63,,2023-07-24,True,magasin,2016-Q2
ACC_ade03209,autre,10.0,ENT_d249fdfa,2021-09-12,True,magasin,2022-Q3
ACC_2eb1fed1,logistique,364.16,,2025-02-16,True,entrepot,2015-Q2
ACC_dfe6ae7f,maintenance,47.34,MAG_7ddbe5a5,2024-06-01,True,entrepot,2015-Q4
ACC_bbc60dff,salaires,1037.76,,2016-12-27,True,magasin,2018-Q1
ACC_38b67797,logistique,11.34,ENT_3c80b5bc,2025-08-15,True,Narnia,2017-Q3
ACC_dcdb4c0c,Narnia,583.96,MAG_83f68d1d,2017-02-19,True,magasin,2018-Q1
ACC_05fa17e9,autre,52.84,,2024-12-27,False,siège,2022-Q1
ACC_d8cede62,maintenance,10.0,ENT_6795f0c0,2017-11-09,True,siège,2020-Q4
BADID,maintenance,105.24,MAG_8a5f1bea,2022-04-25,True,inconnu,
ACC_b87e9294,taxe_carbone,10.0,,2024-07-08,False,entrepot,2023-Q2
ACC_53e2f07e,maintenance,86.77,ENT_d9b409a7,2020-02-08,True,entrepot,2022-Q4
ACC_a514ece9,taxe_carbone,10.0,,2020-03-27,True,siège,2016-Q4
ACC_b6d51b4b,salaires,328.12,ENT_35e0d41f,2018-03-30,True,logistique,2021-Q1
ACC_0e2b676b,énergie,10.0,ENT_d4709f45,2021-09-16,True,siège,2024-Q4
ACC_2af86e2a,maintenance,269.49,MAG_898b3e10,2022-10-16,True,magasin,2023-Q2
ACC_bf94a641,salaires,47.89,ENT_d073b369,2016-04-22,True,magasin,2021-Q4
ACC_84d9a5bd,autre,76.63,MAG_389d2bc9,2022-06-22,True,logistique,2017-Q4
ACC_1ab1fbec,loyer,16.61,MAG_1c8f0cce,2017-10-05,True,entrepot,2016-Q3
ACC_70bb178f,salaires,32.8,,2022-05-13,True,magasin,2020-Q2
ACC_f3793168,énergie,20.95,MAG_404eaeda,2025-10-16,True,entrepot,2021-Q2
ACC_37708216,salaires,296.05,MAG_73e0e644,2020-04-09,True,logistique,2016-Q1
ACC_7a73f9b4,loyer,20.12,MAG_67e10b66,2024-11-01,True,entrepot,2017-Q4
ACC_da92f4f5,autre,859.77,MAG_14f9513a,2018-12-08,True,magasin,2017-Q1
ACC_77e0c00f,logistique,7659.16,,2020-11-08,True,magasin,2024-Q1
ACC_82663d38,salaires,395.87,,2019-03-30,True,siège,2016-Q3
ACC_4853db3d,salaires,312.68,ENT_83839ea1,2022-09-08,True,magasin,2017-Q1
ACC_30251e47,investissement,21.5,,2020-06-06,True,magasin,2016-Q2
ACC_979a5623,salaires,49.45,MAG_fac0f6d5,2021-04-23,True,magasin,2018-Q3
ACC_f906b08d,investissement,1110.54,ENT_b2d1dcb6,2020-12-04,True,entrepot,2015-Q2
ACC_a7078de7,loyer,12.0,,2015-04-26,True,siège,2015-Q1
ACC_9fef8dc2,maintenance,10.9,MAG_6823e834,2022-07-12,True,magasin,2023-Q4
ACC_344ca35d,Narnia,42.04,ENT_d2a2e02d,2018-04-06,True,siège,2019-Q2
ACC_21da6eb5,énergie,10.0,MAG_4910c21c,2016-04-08,True,magasin,2016-Q1
ACC_f6373708,maintenance,10.0,ENT_77daef2d,2016-03-17,True,magasin,2024-Q4
ACC_407e2096,salaires,10.0,ENT_2249e2ff,2017-08-01,True,siège,2017-Q3
ACC_be207764,salaires,10.0,,2022-02-05,True,logistique,2022-Q3
ACC_482ef047,autre,13.5,ENT_0740150d,2019-06-01,True,magasin,2017-Q4
BADID,inconnu,10.0,,2024-10-31,True,entrepot,
ACC_e1a89c13,investissement,10.0,,2016-02-11,True,siège,2023-Q4
ACC_7615a37b,loyer,14.03,ENT_feae940e,2021-04-04,True,logistique,2021-Q4
ACC_88d57ed4,autre,10.0,ENT_48615d24,2016-04-10,True,magasin,2017-Q1
ACC_9765a1a9,loyer,302.14,ENT_df93f822,2019-09-01,True,logistique,2024-Q4
ACC_4062f6ce,salaires,2278.01,MAG_bfedc1df,2020-02-20,True,N/A,2018-Q2
ACC_eb2c24dd,salaires,27.49,ENT_fc44e778,2016-10-02,False,entrepot,
ACC_9af80f25,salaires,10.0,ENT_f92abe89,2016-09-09,True,magasin,2023-Q4
ACC_bb736650,loyer,173.0,ENT_3025a2ad,2022-05-31,True,siège,2019-Q3
ACC_dfb65174,salaires,1089.32,,2023-08-09,False,siège,2021-Q3
ACC_c7f75aa5,loyer,25.34,ENT_90be7bcc,2016-11-25,True,entrepot,2023-Q3
ACC_10f6f9c7,loyer,38.19,,2024-07-26,True,entrepot,2024-Q4
ACC_8971e909,loyer,10.0,,2022-05-16,True,entrepot,2025-Q3
ACC_d61397e5,salaires,68.74,MAG_899e7cbc,2023-08-03,True,siège,2019-Q1
ACC_985f2637,loyer,10.0,,2022-05-26,False,inconnu,
ACC_f081e04d,investissement,15.03,ENT_66d7e466,2019-10-16,True,magasin,2019-Q4
ACC_87b9e3c7,salaires,4438.83,,2019-02-17,True,magasin,2025-Q4
ACC_7b8ae397,logistique,284.69,MAG_36ae2fb4,2017-08-16,True,siège,2018-Q2
ACC_3f1c619c,salaires,224.16,MAG_beab391e,2020-11-07,True,siège,2017-Q3
ACC_495e996b,salaires,32.3,MAG_e982e693,2016-05-01,False,entrepot,2020-Q4
ACC_33849404,salaires,14.09,,2016-07-24,False,magasin,2016-Q4
ACC_2bc557a1,logistique,10.0,ENT_b15a190f,2020-03-03,False,magasin,2019-Q1
ACC_b162a245,investissement,457.74,,2025-12-14,True,siège,2015-Q3
ACC_d80a3a06,logistique,230.85,ENT_7d2a540c,2020-06-27,False,entrepot,2019-Q3
ACC_136a782b,salaires,47.96,MAG_9328e835,2023-06-26,True,entrepot,2023-Q1
BADID,salaires,61.53,ENT_6da95660,2015-01-16,False,inconnu,
ACC_3738ea26,loyer,93.46,MAG_2a073893,2015-02-22,True,entrepot,2025-Q3
ACC_028226f5,loyer,633.48,MAG_904490ea,2015-07-21,True,entrepot,2025-Q4
ACC_2ee8faf6,taxe_carbone,10.0,,2021-05-07,True,magasin,2020-Q1
ACC_3a8a50d6,N/A,-430.84,MAG_c276455c,2015-12-28,True,siège,2023-Q4
ACC_96bbf520,loyer,166.84,ENT_01de25c0,2020-06-16,False,logistique,2015-Q2
ACC_0d767afb,extra,69.67,,2020-02-14,True,magasin,2019-Q4
ACC_b2db71f7,loyer,67.3,MAG_d21b5c77,2025-10-20,True,siège,2024-Q4
ACC_89064a1a,loyer,38.25,ENT_223ee3af,2020-10-29,True,entrepot,2021-Q4
ACC_43d761d8,taxe_carbone,676.89,,2024-05-27,True,magasin,2022-Q1
ACC_ee5108df,investissement,67.96,MAG_db13f930,2015-01-23,True,magasin,2024-Q2
ACC_469758e0,taxe_carbone,59.53,ENT_7e5c6a73,2017-05-10,True,magasin,2024-Q1
ACC_0bde3b3f,loyer,28.81,,2016-06-19,True,magasin,2015-Q3
BADID,logistique,101.89,ENT_152243eb,2018-09-06,True,Narnia,2023-Q2
ACC_96adf840,énergie,10.0,ENT_5b0343c1,2024-10-28,True,entrepot,2018-Q1
ACC_01887a7e,salaires,255.45,,2021-11-18,True,magasin,2023-Q3
ACC_3aa139f8,logistique,243.38,,2024-04-15,False,magasin,2015-Q2
ACC_15a34cf8,maintenance,10.0,MAG_39065a8e,2019-05-27,False,siège,2017-Q2
ACC_9786cb5e,inconnu,446.25,,2022-02-18,True,logistique,2015-Q4
ACC_171702ee,logistique,10.32,,2016-05-09,True,magasin,2021-Q2
ACC_bd097411,loyer,85.13,,2020-03-30,True,siège,2021-Q4
ACC_97919da3,salaires,10.0,MAG_5f009918,2024-07-25,False,magasin,2017-Q3
ACC_62dbe823,salaires,-83.99,MAG_c0ee135c,2022-09-19,True,Narnia,2021-Q4
ACC_8a0dd0c7,énergie,69.23,,2019-07-23,True,entrepot,2019-Q1
ACC_af1acbcb,loyer,10.0,,2024-07-17,True,magasin,2018-Q3
ACC_f2d9eea9,salaires,81.63,,2019-10-04,True,N/A,2019-Q3
ACC_2d539461,salaires,58.03,,2018-11-22,True,siège,2024-Q1
ACC_ac299928,N/A,-307.05,MAG_42ae32d9,2021-04-17,True,entrepot,2025-Q3
ACC_56cd66a8,énergie,61.65,ENT_269275ec,2017-05-10,True,logistique,2018-Q1
ACC_ae1650e2,maintenance,16.76,ENT_d5b55015,2017-05-20,True,magasin,2016-Q4
ACC_dfd4f98a,loyer,10.0,ENT_03954723,2019-12-11,True,magasin,2017-Q2
BADID,énergie,-40.66,ENT_e94b300d,2024-10-07,True,Narnia,2018-Q3
ACC_b530774b,salaires,92.91,,2024-03-06,True,entrepot,2025-Q2
ACC_ea7bd9fb,maintenance,74.92,MAG_94b33432,2025-04-23,True,magasin,2020-Q2
ACC_cadfd8ee,énergie,173.15,,2022-08-10,True,entrepot,2018-Q4
ACC_f6f8cd70,logistique,110.83,MAG_30feff7e,2024-02-19,True,magasin,2016-Q3
ACC_20f32686,loyer,37.86,,2017-06-11,True,siège,2025-Q4
ACC_51524426,investissement,94.15,MAG_fc3f2025,2022-02-08,True,magasin,2021-Q1
ACC_205d04ef,investissement,526.41,,2025-12-23,True,entrepot,2020-Q2
ACC_021f1618,loyer,195.66,ENT_749e83b3,2019-01-31,True,magasin,2022-Q3
ACC_a6e66166,logistique,222.7,,2025-09-01,False,entrepot,2019-Q3
ACC_7bc18836,loyer,-71.8,,2021-03-11,True,N/A,
ACC_bf470beb,loyer,130.13,,2017-04-24,True,siège,2022-Q1
ACC_5dd34933,énergie,52.96,MAG_27bda269,2023-05-17,True,entrepot,2017-Q3
ACC_81dbaaa1,énergie,26.61,ENT_69d5805b,2022-10-18,True,entrepot,2023-Q4
ACC_1b66aba5,salaires,38.2,ENT_f57b4c1e,2019-09-27,False,magasin,2016-Q2
ACC_24189fa9,loyer,61.71,ENT_2e01809b,2023-04-14,True,logistique,2021-Q2
ACC_64ff8f6f,salaires,26.39,,2018-05-12,True,magasin,2019-Q3
ACC_55471082,salaires,10.0,,2016-02-21,True,siège,2024-Q2
ACC_edc6e69a,loyer,10.0,MAG_f5a89f8e,2022-06-07,True,siège,2016-Q1
ACC_1765303e,salaires,70.3,,2021-07-21,True,siège,2024-Q1
ACC_29986ff5,loyer,10.0,MAG_cd80d372,2019-02-12,True,magasin,2020-Q4
ACC_1d18ae58,loyer,35.05,,2018-06-28,True,magasin,2018-Q1
ACC_f7db277d,autre,13.76,,2017-04-04,True,magasin,2025-Q3
ACC_b95f241d,salaires,10.0,ENT_99a0d723,2017-06-07,True,entrepot,2018-Q1
ACC_9fe9a357,salaires,82.61,ENT_33ce34f9,2016-10-11,True,siège,2019-Q3
ACC_54922c34,investissement,21.56,MAG_a32b0582,2018-05-03,True,magasin,2023-Q3
ACC_a376754e,énergie,79.59,,2022-10-21,True,inconnu,2018-Q4
ACC_c5955cdb,salaires,68.35,,2016-05-31,True,magasin,2021-Q2
ACC_c7bc2508,salaires,2455.52,MAG_7cfc1aaa,2024-04-28,False,magasin,2017-Q1
BADID,énergie,77.84,MAG_2093cc3a,2024-12-12,False,logistique,2019-Q2
ACC_c2448fc2,loyer,745.67,,2023-11-15,True,magasin,2025-Q1
ACC_82dc4fba,énergie,122.63,ENT_619b487c,2025-04-30,True,logistique,2022-Q2
ACC_13ea13af,investissement,10.0,,2022-10-22,True,siège,2021-Q2
ACC_1af84a9e,énergie,10.0,ENT_00ebe813,2025-07-20,False,magasin,2022-Q3
ACC_c2a6ed6e,maintenance,1499.87,MAG_ad67de99,2016-02-26,True,logistique,2015-Q1
ACC_b5225017,salaires,10.0,,2015-01-18,True,entrepot,2018-Q3
ACC_8ea87738,salaires,10.0,MAG_12d5d8e5,2022-08-17,True,logistique,2017-Q2
ACC_c534ad80,logistique,84.93,ENT_3efb8a45,2021-02-21,True,magasin,2017-Q1
ACC_c8e1c29b,salaires,570.02,,2020-11-29,False,entrepot,2020-Q4
ACC_a6f44036,loyer,16.31,ENT_a0a0ff75,2019-12-01,True,magasin,2025-Q3
ACC_e41ca5fb,loyer,91.96,,2018-03-19,False,entrepot,2016-Q3
ACC_de5d4728,maintenance,37.96,MAG_faec31b3,2018-11-27,True,siège,2024-Q1
ACC_f6318dad,loyer,90.65,,2022-10-15,False,magasin,2022-Q3
ACC_4d151fd2,investissement,25.65,ENT_642cbb20,2022-04-09,True,siège,2025-Q3
ACC_1f7f48a6,logistique,106.55,,2020-12-09,True,magasin,2016-Q4
ACC_a05f9b34,logistique,72.36,,2016-05-06,True,entrepot,2016-Q2
ACC_900894c5,salaires,10.0,MAG_d4b10321,2020-11-30,False,entrepot,2021-Q4
ACC_bdef4b66,autre,343.07,,2025-10-22,True,entrepot,2023-Q2
ACC_3849ef1f,loyer,30.48,ENT_3a5be222,2021-10-12,True,siège,2019-Q4
ACC_69b96136,autre,19.76,,2023-09-10,True,magasin,2015-Q2
ACC_e2aaac6a,taxe_carbone,10.0,MAG_95882990,2025-04-26,False,siège,2024-Q4
ACC_44161712,énergie,296.94,MAG_677c696b,2025-09-07,True,magasin,2016-Q4
ACC_69b68d34,énergie,10.0,,2015-09-01,False,magasin,2022-Q2
ACC_61bd216f,taxe_carbone,150.97,MAG_2756e0e2,2018-07-29,False,siège,2015-Q3
ACC_662455ab,loyer,89.26,,2023-01-01,False,entrepot,2018-Q1
ACC_de362627,salaires,193.18,,2016-05-13,True,siège,2022-Q2
ACC_39fbfb5a,maintenance,10.0,,2020-04-13,True,magasin,2020-Q3
ACC_01992ba3,salaires,10.0,,2016-12-07,False,logistique,2017-Q3
BADID,inconnu,536.7,,2019-12-30,True,magasin,2025-Q3
ACC_dbc90c48,énergie,2242.62,,2024-02-21,True,magasin,2018-Q1
ACC_a477ddf9,énergie,100.71,ENT_0eff2598,2019-05-11,True,entrepot,2021-Q3
ACC_2fa08c34,extra,128.14,MAG_5f3be345,2017-07-01,False,entrepot,
ACC_cf8dd8f2,loyer,10.0,MAG_3d9e5934,2015-09-17,True,siège,2023-Q2
ACC_767e023c,inconnu,13.84,MAG_33bef54e,2016-04-09,True,magasin,2025-Q3
ACC_10d0b501,loyer,71.87,,2025-07-04,False,siège,2023-Q4
ACC_ec7a6fc7,logistique,10.0,ENT_55c6dfca,2025-09-08,True,magasin,2025-Q3
ACC_89440825,maintenance,23.18,MAG_239e776e,2023-05-18,False,magasin,2023-Q1
ACC_ae4ddef8,logistique,686.54,MAG_f534e53e,2018-12-05,True,entrepot,2015-Q2
ACC_d5d005f4,salaires,155.46,ENT_0328ff11,2022-04-03,False,logistique,2015-Q3
ACC_9d9280ca,salaires,12.62,,2019-10-29,False,siège,2024-Q1
ACC_30564643,loyer,265.36,,2021-07-17,False,magasin,2021-Q1
ACC_adf7cbbe,maintenance,45.28,,2019-11-25,True,magasin,2024-Q3
ACC_2f426c86,salaires,30.56,ENT_93830c36,2025-05-23,True,entrepot,2023-Q4
ACC_9412102f,salaires,80.5,ENT_a5176e7d,2020-05-05,True,logistique,2017-Q1
ACC_a818c933,logistique,44.64,ENT_640a12da,2023-10-31,True,entrepot,2025-Q2
ACC_9176cb69,loyer,92.02,,2021-03-01,True,magasin,2018-Q4
ACC_9fd1548c,logistique,73.79,MAG_74c07561,2023-06-03,False,magasin,2020-Q3
ACC_cac0622e,taxe_carbone,10.0,,2022-08-06,True,entrepot,2023-Q1
ACC_9fbc3333,autre,25.19,,2022-07-06,True,magasin,2025-Q1
ACC_439336c8,investissement,10.0,MAG_f5780934,2025-04-07,True,siège,2015-Q4
ACC_4116c080,inconnu,-46.93,,2019-03-26,False,logistique,2018-Q2
ACC_ec8e8e78,énergie,10.0,ENT_7734044f,2024-01-12,True,logistique,2024-Q2
ACC_07d905c6,loyer,10.0,,2022-10-30,True,entrepot,2020-Q1
ACC_17423f50,énergie,41.01,,2016-01-02,True,siège,2018-Q1
ACC_f962000a,loyer,-461.54,ENT_42284a49,2019-02-02,True,entrepot,2025-Q1
ACC_a2ec6ced,taxe_carbone,166.19,,2015-09-13,True,magasin,2017-Q4
ACC_ad0d5a9d,loyer,10.0,,2017-03-15,True,entrepot,2025-Q1
ACC_6ff68292,loyer,203.35,ENT_bccae7c8,2020-10-01,True,magasin,2024-Q4
ACC_7f2c715e,investissement,17.1,,2021-03-30,True,magasin,2017-Q1
ACC_7a6ebb80,taxe_carbone,10.0,,2022-12-31,True,magasin,2021-Q1
ACC_0c1179f4,taxe_carbone,57.34,MAG_138980bf,2017-05-02,False,entrepot,2019-Q4
ACC_6ad53114,investissement,60.46,,2025-09-30,False,entrepot,2018-Q2
ACC_3df8368e,loyer,52.44,,2016-04-24,True,magasin,2025-Q2
ACC_564be9c6,logistique,10.0,ENT_ca17a0c7,2016-07-18,True,magasin,2021-Q2
ACC_b1c5c790,maintenance,292.86,ENT_f72bfa32,2016-05-28,True,entrepot,2015-Q1
ACC_6d54c613,taxe_carbone,10.0,ENT_48e487af,2020-09-03,True,entrepot,2016-Q2
ACC_7fc23525,loyer,55.25,ENT_2b7010b9,2023-11-10,False,entrepot,2020-Q3
ACC_e0b26f44,investissement,10.0,ENT_765974c2,2017-03-04,True,siège,2019-Q3
ACC_bcd100e7,logistique,120.15,,2019-08-07,True,entrepot,2015-Q2
ACC_6a29fcb0,salaires,69.57,MAG_c5b8bcf6,2025-12-20,True,entrepot,2015-Q4
ACC_a0e9c568,investissement,249.42,,2017-04-10,True,magasin,2018-Q4
BADID,loyer,19.69,,2022-10-16,True,magasin,
ACC_3ca9bfbf,énergie,10.0,,2025-12-16,True,magasin,2023-Q3
ACC_5bd1d3cc,salaires,10.0,,2015-01-25,True,siège,2017-Q2
ACC_8c9f20b3,taxe_carbone,10.0,,2021-03-13,True,magasin,2022-Q4
ACC_cb01ad4c,taxe_carbone,431.43,ENT_9d51ebfe,2016-11-22,True,entrepot,2019-Q4
ACC_309e5e80,loyer,11.77,,2022-05-16,False,magasin,2024-Q3
ACC_8a9bb90a,énergie,685.18,ENT_e28e137e,2018-03-20,True,magasin,2015-Q1
ACC_c1c0e6bd,logistique,12.56,MAG_124de85e,2022-09-03,True,siège,2022-Q4
ACC_2f0c14cf,N/A,-452.39,MAG_8ed83944,2020-12-16,True,siège,2021-Q3
ACC_516d7764,énergie,58.28,MAG_6b065239,2016-10-14,True,entrepot,2025-Q1
ACC_76408615,énergie,10.0,ENT_e2f54402,2022-05-30,False,logistique,2018-Q3
ACC_dabde9e0,salaires,25.51,,2025-06-21,False,entrepot,2025-Q3
ACC_fc20f058,investissement,27.53,MAG_6dd1743a,2019-11-10,True,magasin,2016-Q3
ACC_607790c7,N/A,-227.52,,2017-04-02,True,siège,2015-Q2
ACC_3a302139,maintenance,96.26,,2020-05-12,True,entrepot,2021-Q1
ACC_ef244d87,logistique,10.0,,2019-02-01,True,entrepot,2021-Q1
ACC_feb779f6,maintenance,44.03,,2021-09-13,True,magasin,2024-Q1
ACC_4cce9726,salaires,10.0,ENT_43012bfe,2018-09-03,True,magasin,2022-Q4
ACC_61b31d40,investissement,10.0,ENT_7fd8b409,2015-12-25,True,siège,2016-Q4
ACC_0564d2b1,autre,53.25,MAG_6ecf53e3,2018-06-07,True,logistique,2021-Q2
ACC_2f779f05,loyer,10.0,ENT_fab9cdff,2021-04-27,True,logistique,2020-Q3
ACC_8cde753a,autre,636.54,ENT_e4e202e9,2015-07-28,True,logistique,2017-Q2
ACC_5d7b9c30,salaires,516.14,ENT_a2067c1a,2017-10-30,True,magasin,2019-Q4
ACC_bc2d700d,logistique,57.15,,2017-05-24,True,magasin,2020-Q1
ACC_443e865e,logistique,10.0,,2021-07-21,True,siège,2019-Q3
BADID,salaires,31.87,,2015-06-20,True,extra,2017-Q4
ACC_37629d2d,loyer,10.0,ENT_d5dd870e,2020-08-06,True,siège,2023-Q1
ACC_326e3e4a,maintenance,10.0,ENT_ed39cf95,2023-09-16,True,siège,2016-Q1
ACC_65af5128,loyer,10.0,,2016-12-18,False,entrepot,2019-Q1
BADID,loyer,422.5,,2021-08-27,True,extra,2024-Q1
ACC_1dcd622c,investissement,-182.51,,2022-11-16,False,magasin,2021-Q2
ACC_51654251,loyer,324.72,ENT_72dbdcb4,2017-07-10,True,magasin,2022-Q3
ACC_dc782425,logistique,10.0,MAG_ea9350d9,2015-06-03,False,siège,2021-Q3
ACC_69eb36fd,investissement,32.91,,2015-12-09,True,logistique,2017-Q3
ACC_bc89ff93,investissement,116.19,,2022-02-12,True,entrepot,
ACC_a1d3015e,logistique,132.74,,2022-09-22,False,magasin,2017-Q4
ACC_1be32d92,énergie,209.63,MAG_7517ad5f,2017-01-07,False,entrepot,2022-Q2
ACC_2637b4c9,loyer,1883.03,ENT_2633e999,2025-10-13,True,siège,2015-Q2
ACC_1958f88c,salaires,10.0,ENT_188c3d62,2023-12-16,False,entrepot,2023-Q4
ACC_4810674c,taxe_carbone,31.95,ENT_11a82151,2024-03-10,True,magasin,2019-Q4
ACC_9d528315,logistique,10.0,,2024-03-29,False,magasin,2022-Q1
ACC_a7f985fc,salaires,29.48,,2017-09-06,True,siège,2016-Q3
ACC_98c2572d,investissement,10.93,,2015-05-23,True,entrepot,2024-Q3
ACC_3dd39564,énergie,20.57,MAG_034ae24c,2023-11-03,True,magasin,2022-Q1
ACC_5c833f1b,salaires,99.69,MAG_9a726c4e,2016-08-14,True,entrepot,2020-Q4
ACC_0e3278ea,maintenance,16.44,ENT_a0e93b2a,2025-02-25,True,logistique,2015-Q4
ACC_4cb253cf,loyer,28.43,,2020-08-14,True,logistique,2018-Q1
ACC_400cdd31,logistique,34.51,,2018-08-31,True,entrepot,2015-Q1
ACC_4ddd49ea,salaires,10.0,MAG_019f407c,2016-01-06,False,entrepot,2024-Q3
ACC_0af1e685,investissement,10.0,ENT_7ad1457c,2017-07-17,True,entrepot,2017-Q4
ACC_675509f4,énergie,82.56,,2015-10-13,True,entrepot,2022-Q1
ACC_5e00f597,salaires,339.76,,2024-07-17,False,magasin,2015-Q4
ACC_208d2eb6,salaires,29.15,MAG_ad7c50f6,2022-08-15,True,magasin,2020-Q2
ACC_e92df03e,logistique,10.0,MAG_2f449a3b,2022-08-27,True,magasin,2018-Q4
ACC_42df408d,salaires,155.82,MAG_b8e5c39f,2021-07-11,False,entrepot,2021-Q1
ACC_899e4f5c,taxe_carbone,50.95,MAG_0a0b725f,2024-07-15,False,logistique,2019-Q2
ACC_955fda11,salaires,10.0,MAG_c91f7f19,2021-02-24,True,logistique,2018-Q2
ACC_a8f90511,logistique,237.27,,2022-12-16,True,magasin,2024-Q3
ACC_156d243f,logistique,14.67,,2023-09-25,False,logistique,2023-Q3
ACC_fb4da8c1,salaires,-389.5,ENT_200e4be9,2018-11-08,True,logistique,2019-Q3
BADID,investissement,10.0,ENT_f9d75f25,2016-01-09,True,magasin,2016-Q3
ACC_b2e18c1b,salaires,11.75,,2016-02-15,True,siège,2025-Q3
ACC_fa943560,Narnia,159.89,ENT_eea3cab2,2016-03-05,False,siège,2024-Q3
ACC_16420f4f,salaires,49.36,,2024-11-19,True,logistique,2017-Q3
ACC_7c719988,logistique,327.65,ENT_73598d51,2019-09-07,True,logistique,2023-Q1
ACC_7ae4e40d,salaires,174.58,MAG_9c97dfbc,2015-09-03,True,siège,2016-Q1
BADID,salaires,10.0,MAG_c6d57092,2015-10-12,True,siège,2019-Q4
ACC_82b0847c,énergie,87.19,MAG_afe3660e,2015-12-30,False,logistique,2021-Q1
ACC_13eaa545,maintenance,21.99,,2020-09-08,True,entrepot,2024-Q3
ACC_c17e8ae6,Narnia,10.0,ENT_8812140c,2021-07-16,True,inconnu,2020-Q3
ACC_ca9f8f04,salaires,131.47,,2015-08-08,True,siège,2016-Q3
ACC_b35ff671,énergie,-207.78,MAG_e5bba241,2016-11-08,True,magasin,
ACC_4871bb91,salaires,10.0,,2022-06-09,True,logistique,2024-Q3
ACC_f5172d73,investissement,25.43,MAG_70997d5a,2019-09-26,True,magasin,2018-Q2
ACC_32178b37,salaires,1049.75,,2018-06-25,True,siège,2015-Q4
ACC_cb1d76e9,salaires,97.0,ENT_fbe3015d,2023-12-19,True,magasin,2021-Q1
BADID,autre,44.92,MAG_4d64d50b,2015-11-15,False,siège,2023-Q3
ACC_aa334dc1,autre,10.0,ENT_24270aef,2019-09-03,True,logistique,2016-Q2
ACC_e5451cba,salaires,10.0,,2019-12-05,True,logistique,2021-Q1
ACC_3faee1e8,salaires,208.12,,2019-11-21,False,inconnu,
ACC_aaacfd17,loyer,38.13,,2020-05-14,True,magasin,2019-Q2
ACC_87d9044d,loyer,78.93,MAG_d3213940,2021-10-23,True,magasin,2023-Q3
ACC_f63f87df,investissement,244.31,,2017-09-04,False,logistique,2023-Q3
ACC_d8ff78b9,loyer,10.0,,2025-05-30,True,logistique,2020-Q2
ACC_4f741b66,salaires,694.19,MAG_db892b46,2019-02-23,True,entrepot,2021-Q1
ACC_e809ccc7,loyer,10.0,,2018-02-04,True,entrepot,2017-Q1
ACC_51282298,Narnia,1956.91,MAG_44a4a280,2019-11-20,False,magasin,2017-Q3
ACC_913e9c9d,loyer,20.39,,2025-10-08,True,siège,2019-Q1
ACC_269e6a64,logistique,14.68,ENT_d43df98a,2019-05-14,True,entrepot,2024-Q2
ACC_b1b1cf20,salaires,34.62,MAG_db929a83,2025-08-01,True,magasin,2017-Q1
ACC_f944a2f4,logistique,10.0,MAG_cb4bb540,2021-07-24,False,magasin,2017-Q1
ACC_221a5fb3,énergie,65.13,MAG_9a829429,2016-08-09,True,entrepot,2017-Q1
ACC_189f7722,énergie,10.0,MAG_aefc5a32,2017-07-11,True,magasin,2021-Q3
ACC_49ce5d03,énergie,33.57,,2016-08-16,True,entrepot,2021-Q3
ACC_dd8d8ed3,maintenance,1704.51,MAG_4e274d86,2020-09-24,False,siège,2019-Q3
ACC_6019b8b3,investissement,37.26,MAG_c3a9cf9e,2015-01-07,False,entrepot,2024-Q3
ACC_b78005bc,loyer,-227.6,,2016-01-22,True,logistique,2025-Q2
ACC_f85cf2be,salaires,10.0,,2020-01-07,True,entrepot,2016-Q1
ACC_09fc1b6b,logistique,10.0,MAG_3990b7a3,2019-01-02,True,entrepot,2025-Q2
ACC_bb21cfb1,salaires,25.35,,2015-04-06,True,siège,2021-Q3
ACC_296ea147,salaires,32.08,ENT_b8a0db0d,2022-12-10,True,magasin,2020-Q1
ACC_3651edcd,loyer,36.83,,2021-05-11,True,logistique,2021-Q2
ACC_c7f4ec46,maintenance,351.42,,2019-01-17,True,entrepot,2018-Q1
ACC_452c2627,énergie,21.59,,2018-12-14,True,entrepot,
ACC_906961b2,investissement,10.0,,2022-05-22,True,entrepot,2019-Q4
ACC_c9050377,inconnu,15.8,MAG_b389aed0,2025-01-23,True,N/A,2024-Q2
ACC_01689825,salaires,10.0,,2018-05-13,True,logistique,2024-Q1
