product_id,product_name,category,sub_category,is_fragile,volume_l,weight_kg,selling_price,purchase_cost,margin_rate,storage_cost,launch_date,expiry_date,is_new_product,supplier_id,manufacturing_origin,co2_per_kg,calculated_margin_rate,product_margin_eur,product_lifecycle_days,invalid_price_flag,high_co2_flag
PROD_ba2e2f73,,Vêtements,Enfant,False,2.42,2.33,23.4,11.57,0.5054,4.33,2018-08-15,2028-06-18,False,SUPP_0f00d8ef,Portugal,5.05,0.5055555555555555,11.829999999999998,3595.0,0,0
PROD_7a561868,La liberté d'avancer naturellement,Hygiène,Soins corps,False,0.25,2.32,17.7,9.02,0.4906,3.86,2024-12-27,2028-10-07,False,BADID,Italie,3.99,0.4903954802259887,8.68,1380.0,0,0
PROD_deb0285d,La possibilité d'évoluer plus rapidement,Alimentation,Surgelés,False,0.48,1.18,3.92,3.49,0.11,4.1,2016-02-25,2023-02-02,False,SUPP_60fb6667,Italie,2.07,0.10969387755102034,0.4299999999999997,2534.0,0,0
PROD_ce92e4bb,Le plaisir de changer plus rapidement,inconnu,Cosmétiques,False,12.05,0.85,24.775,4.08,0.4481,1.88,2023-04-18,2026-10-21,False,SUPP_9d355b98,Allemagne,3.56,,20.695,1282.0,0,0
PROD_81d1e32e,L'art d'évoluer en toute tranquilité,Hygiène,Hygiène bucco-dentaire,False,0.96,0.71,8.65,5.91,0.3166,3.45,2015-07-20,,False,SUPP_UNKNOWN,Chine,3.41,0.31676300578034683,2.74,,0,0
PROD_11dbd55f,Le droit d'innover à l'état pur,Électronique,Accessoires,True,1.92,3.0,128.64,60.32,0.5311,2.64,2015-01-21,2015-08-27,False,SUPP_6078a3aa,Turquie,0.1,0.5310945273631841,68.32,218.0,0,0
PROD_94fbb7c4,Le confort de louer de manière sûre,Alimentation,Épicerie,False,1.01,0.44,10.74,9.07,0.1552,2.75,2024-02-28,2029-09-02,False,SUPP_a4389d50,Turquie,1.63,0.15549348230912477,1.67,2013.0,0,0
PROD_ad50f6d0,Le plaisir d'innover à l'état pur,Alimentation,Fruits & Légumes,True,2.0,0.72,5.63,4.54,0.1935,2.68,2017-08-07,2022-03-17,False,SUPP_e60852b3,Italie,5.86,0.1936056838365897,1.0899999999999999,1683.0,0,1
PROD_969a99b5,L'avantage de louer en toute tranquilité,Vêtements,Homme,False,5.11,4.19,46.78,28.01,0.4012,2.93,2020-07-31,2021-05-09,False,SUPP_c0a64e2b,Espagne,5.39,0.4012398460880718,18.77,282.0,0,0
PROD_63bbf3c6,Le pouvoir d'atteindre vos buts à l'état pur,Hygiène,Soins corps,False,5.44,1.38,9.58,5.14,0.4634,0.1,2023-08-10,2029-07-30,False,SUPP_471ab5ca,États-Unis,6.19,0.46346555323590816,4.44,2181.0,0,1
PROD_e5a44fe0,L'assurance de concrétiser vos projets plus rapidement,Maison,Jardin,False,5.63,0.96,32.09,13.9,0.5668,0.45,2019-01-09,2023-03-17,False,BADID,Portugal,2.48,0.5668432533499533,18.190000000000005,1528.0,0,0
PROD_f68a68a4,L'avantage de louer à sa source,Électronique,Smartphones,True,9.51,0.37,105.81,70.8,0.3309,5.09,2015-05-01,2024-06-03,False,SUPP_eaeef6bb,Chine,1.91,0.3308760986674228,35.010000000000005,3321.0,0,0
PROD_1df3e57d,La liberté d'atteindre vos buts à sa source,Électronique,Smartphones,True,0.42,1.8,52.3,31.5,0.3978,2.65,2015-06-16,2017-01-18,False,BADID,Turquie,0.66,0.39770554493307836,20.799999999999997,582.0,0,0
PROD_370e7093,L'art d'avancer à la pointe,Vêtements,Sport,False,10.38,0.65,22.13,10.89,0.5078,4.45,2019-12-15,2027-04-17,False,SUPP_4193ce34,France,0.43,0.5079078174423859,11.239999999999998,2680.0,0,0
PROD_0c7d3706,L'avantage de concrétiser vos projets naturellement,inconnu,Hygiène bucco-dentaire,True,1.04,4.26,8.16,4.79,0.4126,1.38,2023-05-14,2026-05-20,False,SUPP_UNKNOWN,Inde,3.99,0.4129901960784314,3.37,1102.0,0,0
PROD_b7d91c4c,L'assurance d'évoluer à la pointe,Vêtements,Femme,False,0.47,1.97,48.84,23.54,0.5181,1.21,2016-10-21,2026-06-21,False,SUPP_11e31d68,États-Unis,5.9,0.5180180180180181,25.300000000000004,3530.0,0,1
PROD_ddb73c83,Le plaisir de rouler de manière sûre,Vêtements,Homme,False,0.2,0.61,233.97,128.0,0.4529,3.69,2024-12-30,2030-12-31,False,SUPP_ab4ec381,Italie,3.38,0.45292131469846564,105.97,2192.0,0,0
PROD_4fc63313,Le confort d'innover de manière sûre,Électronique,Smartphones,True,9.38,1.07,112.59,65.3,0.42,4.3,2023-09-30,2030-01-08,False,SUPP_0d23e993,Espagne,0.1,0.4200195399236167,47.290000000000006,2292.0,0,0
PROD_2f3952d4,Le plaisir d'innover plus facilement,Vêtements,Sport,False,2.77,0.49,31.69,19.13,0.3964,0.1,2017-10-04,2025-12-30,False,SUPP_30c28622,Inde,5.12,0.39633953928684135,12.560000000000002,3009.0,0,0
PROD_dcdfee6f,Le plaisir d'avancer avant-tout,Vêtements,Femme,False,0.44,1.24,30.39,19.13,0.3705,2.96,2025-09-30,2030-08-13,True,SUPP_3fba4108,Italie,2.27,0.37051661730832514,11.260000000000002,1778.0,0,0
PROD_f698e526,La possibilité de changer à la pointe,Alimentation,Boissons,True,0.81,0.24,3.53,2.8,0.2054,0.1,2021-01-04,2025-07-09,False,SUPP_e1e17290,Espagne,6.36,0.2067988668555241,0.73,1647.0,0,1
PROD_1dd5a9da,Le pouvoir d'évoluer à la pointe,Vêtements,Homme,False,1.42,0.48,53.31,31.55,0.4082,3.34,2020-05-03,2028-04-12,False,SUPP_c0a64e2b,Inde,0.87,0.40817857812793096,21.76,2901.0,0,0
PROD_6d60ad05,La liberté d'atteindre vos buts de manière sûre,Alimentation,Fruits & Légumes,True,0.61,2.76,19.27,15.58,0.1917,2.35,2024-02-23,2029-09-06,False,SUPP_516ab648,Turquie,1.33,0.19148936170212763,3.6899999999999995,2022.0,0,0
PROD_8291a36b,Le confort d'atteindre vos buts plus rapidement,Vêtements,Enfant,False,0.98,0.61,93.34,38.35,0.5891,2.78,2015-02-01,2021-09-04,False,SUPP_a461dd56,Inde,7.02,0.5891364902506964,54.99,2407.0,0,1
PROD_1f885ef3,L'avantage d'évoluer autrement,Vêtements,Enfant,True,3.06,5.58,27.8,15.73,0.4343,1.77,2019-04-11,2024-11-26,False,SUPP_1678ab35,France,1.13,0.4341726618705036,12.07,2056.0,0,0
PROD_39e4d9e8,L'assurance d'atteindre vos buts à l'état pur,Alimentation,Boissons,False,1.06,2.0,4.58,3.6,0.2134,0.89,2016-04-02,2019-07-27,False,SUPP_15bdd726,Portugal,1.43,0.21397379912663755,0.98,1211.0,0,0
PROD_f14c844b,La possibilité d'évoluer naturellement,Vêtements,Sport,False,1.67,0.12,78.52,37.64,0.5206,3.22,2023-09-12,2030-12-31,False,SUPP_954df8b7,Espagne,4.49,0.5206316861946001,40.879999999999995,2667.0,0,0
PROD_35fb8829,La liberté de rouler plus rapidement,Hygiène,Cosmétiques,False,1.47,1.81,16.0,11.46,0.2839,2.3,2022-09-27,2030-12-31,False,SUPP_3b0b6547,Italie,2.25,0.28374999999999995,4.539999999999999,3017.0,0,0
PROD_3585caf3,La liberté d'atteindre vos buts à la pointe,Électronique,Smartphones,True,10.45,1.07,79.38,59.34,0.2524,1.41,2019-05-18,2027-03-06,False,SUPP_adf71e2c,Espagne,0.1,0.2524565381708238,20.039999999999992,2849.0,0,0
PROD_3dbd9ce8,La liberté de changer à l'état pur,Maison,Jardin,True,10.58,2.72,30.97,17.8,0.4254,0.56,2022-06-04,2023-08-12,False,SUPP_7e9c211d,France,2.64,0.42525024216984175,13.169999999999998,434.0,0,0
PROD_25aa43c3,La possibilité de louer en toute tranquilité,Hygiène,Soins cheveux,False,0.54,0.22,20.8,12.65,0.3916,0.1,2017-06-04,2018-06-05,False,SUPP_d7cd3b99,États-Unis,1.34,0.3918269230769231,8.15,366.0,0,0
PROD_3322afd7,La liberté d'atteindre vos buts naturellement,Vêtements,Sport,False,6.08,0.57,54.47,33.97,0.3764,2.37,2025-01-21,2029-01-25,False,SUPP_f873b49c,États-Unis,4.05,0.3763539563062236,20.5,1465.0,0,0
PROD_9522eefe,Le droit de rouler de manière sûre,Maison,Mobilier,False,0.85,1.15,60.83,40.82,0.3289,1.69,2023-09-14,2030-03-12,False,SUPP_257ca14c,Turquie,1.11,0.328949531481177,20.009999999999998,2371.0,0,0
PROD_1d3d1072,L'assurance de concrétiser vos projets de manière efficace,Électronique,Ordinateurs,True,1.83,4.91,24.775,19.87,0.2935,0.1,2017-06-11,,False,SUPP_184b3489,Turquie,4.02,,4.904999999999998,,0,0
PROD_b545e9e6,La liberté d'innover à la pointe,Maison,Décoration,True,0.33,2.47,79.08,42.55,0.4619,2.55,2025-11-09,,True,SUPP_aff4212a,Portugal,0.1,0.46193727870510876,36.53,,0,0
PROD_9277f5ed,L'art de concrétiser vos projets naturellement,Alimentation,Épicerie,True,1.44,1.71,11.32,8.9,0.2142,1.36,2017-02-16,2022-05-29,False,SUPP_6d7f2801,Allemagne,2.78,0.2137809187279152,2.42,1928.0,0,0
PROD_694664d9,L'assurance de changer autrement,Vêtements,Enfant,False,1.49,0.3,15.28,8.51,0.4428,0.74,2021-05-03,2028-06-28,False,SUPP_6d7f2801,Inde,0.1,0.4430628272251309,6.77,2613.0,0,0
PROD_1a6ea7ec,La possibilité de changer sans soucis,Maison,Cuisine,False,0.36,3.11,63.73,38.66,0.3933,1.51,2020-09-27,2025-10-15,False,SUPP_UNKNOWN,Turquie,1.84,0.3933783147654166,25.07,1844.0,0,0
PROD_64ffaafb,L'avantage d'atteindre vos buts plus rapidement,Maison,Mobilier,True,0.22,2.75,29.76,16.79,0.4359,0.59,2020-03-13,2028-01-30,False,SUPP_68ca1931,Portugal,6.3,0.43581989247311836,12.970000000000002,2879.0,0,1
PROD_c2402c8c,L'assurance de louer à la pointe,Vêtements,Femme,False,1.99,1.17,14.65,7.82,0.4665,2.92,2025-03-24,,False,SUPP_1540570e,Chine,0.1,0.4662116040955631,6.83,,0,0
PROD_0a871c1c,Le droit d'atteindre vos buts de manière efficace,Électronique,Accessoires,True,1.44,1.17,141.37,110.86,0.2158,3.2,2019-06-28,2024-07-11,False,SUPP_56b9757a,États-Unis,4.47,0.21581665134045416,30.510000000000005,1840.0,0,0
PROD_4ac90eb3,L'avantage d'évoluer à l'état pur,Électronique,Ordinateurs,True,3.58,0.61,276.52,197.71,0.285,0.1,2015-06-15,2019-03-05,False,SUPP_7732740b,Turquie,3.62,0.2850065094749023,78.80999999999997,1359.0,0,0
PROD_d0e83ce8,Le pouvoir de louer à sa source,Vêtements,Femme,False,1.55,5.84,14.48,8.47,0.4154,1.35,2024-07-05,2026-12-05,False,SUPP_ac582d41,Espagne,4.61,0.4150552486187845,6.01,883.0,0,0
PROD_8a9dd92d,Le droit de rouler plus rapidement,Vêtements,Sport,False,0.56,6.22,18.39,10.93,0.4057,2.06,2023-08-30,2025-08-26,False,SUPP_cb8fdaf0,Inde,0.97,0.40565524741707454,7.460000000000001,727.0,0,0
PROD_74b99d62,L'art d'innover à sa source,Alimentation,Fruits & Légumes,False,2.44,1.85,4.5,3.61,0.1971,2.47,2024-09-24,2030-05-01,False,SUPP_de46faab,Italie,4.14,0.1977777777777778,0.8900000000000001,2045.0,0,0
PROD_0b2c2374,Le droit de changer à sa source,Hygiène,Soins cheveux,False,4.96,2.23,17.11,11.78,0.3117,0.1,2017-02-02,2025-08-25,False,SUPP_52d5dcde,Turquie,1.89,0.3115137346580947,5.33,3126.0,0,0
PROD_3d989db0,Le pouvoir d'évoluer sans soucis,Hygiène,Soins cheveux,True,2.29,2.22,2.08,1.23,0.4105,3.69,2022-11-22,2026-08-10,False,SUPP_39cd53cc,Italie,7.52,0.4086538461538462,0.8500000000000001,1357.0,0,1
PROD_236e1217,Le confort de louer plus facilement,Vêtements,Enfant,True,6.97,0.72,20.82,10.43,0.4992,3.21,2019-06-21,2023-10-14,False,SUPP_ec195ba8,Inde,5.25,0.4990393852065322,10.39,1576.0,0,0
PROD_373ce7cc,Le plaisir de rouler de manière efficace,Vêtements,Femme,False,3.0,0.31,10.88,4.4,0.5959,1.75,2025-12-28,2026-07-29,True,SUPP_718bf6e4,Inde,1.06,0.5955882352941176,6.48,213.0,0,0
PROD_ff54e440,Le pouvoir de rouler à sa source,Maison,Mobilier,False,0.53,0.7,220.05,141.25,0.3581,3.08,2018-02-01,2026-06-03,False,BADID,Chine,3.7,0.35810043172006367,78.80000000000001,3044.0,0,0
PROD_4094853a,Le droit de rouler sans soucis,Vêtements,Femme,False,1.56,0.13,64.68,40.38,0.3757,0.1,2018-03-20,2019-12-04,False,SUPP_69731f0d,Portugal,0.1,0.37569573283859004,24.300000000000004,624.0,0,0
PROD_a7bb2a7e,La liberté d'innover à l'état pur,Électronique,Smartphones,True,2.97,3.55,9.16,6.34,0.3082,2.55,2015-08-05,2016-12-02,False,SUPP_4ea5187c,Allemagne,3.31,0.3078602620087337,2.8200000000000003,485.0,0,0
PROD_4444808b,L'art d'innover avant-tout,Électronique,Ordinateurs,True,0.99,1.22,232.0,142.68,0.385,2.97,2018-05-21,2019-07-09,False,SUPP_865b0c9e,Inde,2.13,0.38499999999999995,89.32,414.0,0,0
PROD_f5b3f709,La possibilité de changer en toute tranquilité,Maison,Mobilier,False,0.46,1.81,99.51,67.77,0.319,2.35,2015-11-14,2020-05-31,False,SUPP_28cb35ce,Inde,2.99,0.31896291829966844,31.74000000000001,1660.0,0,0
PROD_f7e1bc6c,L'art de concrétiser vos projets à sa source,Hygiène,Soins corps,False,0.31,1.12,13.76,8.77,0.3628,3.64,2020-03-19,2026-04-06,False,SUPP_a0ed13de,États-Unis,0.51,0.36264534883720934,4.99,2209.0,0,0
PROD_4afda028,L'art d'avancer naturellement,Vêtements,Sport,False,14.17,1.34,28.4,13.02,0.5415,0.1,2024-12-09,2030-12-31,False,SUPP_ab2f66c7,Turquie,7.55,0.5415492957746478,15.379999999999999,2213.0,0,1
BADID,Le droit d'avancer plus rapidement,Vêtements,Homme,False,0.83,3.91,24.775,21.63,-0.32,3.53,2025-07-17,2028-02-23,False,BADID,États-Unis,4.06,,3.1449999999999996,951.0,0,0
BADID,L'art d'avancer à l'état pur,Hygiène,Hygiène bucco-dentaire,False,34.83,2.15,24.775,5.85,0.2516,0.88,2021-10-22,2026-12-20,False,BADID,Inde,3.51,,18.924999999999997,1885.0,0,0
BADID,L'assurance d'atteindre vos buts de manière sûre,Hygiène,Cosmétiques,True,1.13,3.37,15.7,15.24,0.3002,1.39,2025-10-06,2030-12-31,True,SUPP_f74f2022,France,1.27,,0.4599999999999991,1912.0,0,0
PROD_4b563459,L'assurance de concrétiser vos projets plus facilement,Hygiène,Soins corps,False,2.33,2.26,8.0,5.85,0.2688,6.22,2019-02-25,2028-10-05,False,SUPP_59147db1,États-Unis,3.65,0.26875000000000004,2.1500000000000004,3510.0,0,0
PROD_e5f3253c,L'assurance d'évoluer à sa source,inconnu,Ordinateurs,True,2.27,0.14,24.775,104.88,1.19,2.51,2016-11-20,2023-09-02,False,SUPP_bd52b38c,Turquie,3.27,,-80.10499999999999,2477.0,1,0
PROD_b0fe6657,Le plaisir d'innover à la pointe,Alimentation,Surgelés,False,1.89,0.46,4.23,3.53,0.1662,3.65,2016-08-25,2020-01-12,False,SUPP_255a4972,Espagne,3.53,0.16548463356974008,0.7000000000000006,1235.0,0,0
PROD_861fe89c,L'assurance de changer sans soucis,Alimentation,Boissons,True,0.79,0.62,1.31,1.04,0.207,1.69,2024-07-10,2030-12-31,False,SUPP_e48f1fec,Italie,3.37,0.20610687022900764,0.27,2365.0,0,0
PROD_96df233c,Le confort d'innover de manière efficace,Hygiène,Cosmétiques,False,34.16,0.79,14.16,9.21,0.3495,1.75,2015-10-23,2021-06-20,False,SUPP_6f568ae9,Portugal,1.05,0.34957627118644063,4.949999999999999,2067.0,0,0
PROD_39002d3b,Le plaisir de rouler naturellement,Électronique,Smartphones,False,0.55,0.15,30.47,19.24,0.3687,1.53,2025-09-23,2030-09-19,True,SUPP_UNKNOWN,États-Unis,2.56,0.36855923859533973,11.23,1822.0,0,0
PROD_16d7b24f,Le pouvoir d'évoluer de manière efficace,Électronique,Accessoires,False,1.05,1.62,98.76,63.95,0.3525,1.51,2023-05-12,2030-12-31,False,SUPP_c9740262,Espagne,4.46,0.3524706358849737,34.81,2790.0,0,0
PROD_e147a98f,La possibilité de rouler en toute tranquilité,Alimentation,Surgelés,False,0.22,0.54,3.9,3.05,0.2188,1.19,2023-02-21,2030-02-06,False,SUPP_4f9a656e,Italie,1.05,0.21794871794871798,0.8500000000000001,2542.0,0,0
PROD_03319ded,L'assurance d'innover naturellement,Vêtements,Sport,False,1.96,3.53,59.83,27.35,0.5429,2.18,2017-01-15,2023-07-10,False,SUPP_1353e5ad,Turquie,3.56,0.5428714691626274,32.48,2367.0,0,0
PROD_de5d9c7e,Le confort de concrétiser vos projets à sa source,Électronique,Ordinateurs,True,1.27,0.91,33.99,20.21,0.4055,0.1,2019-05-18,2027-11-19,False,SUPP_9fef98d7,Allemagne,0.39,0.40541335686966756,13.780000000000001,3107.0,0,0
PROD_f8d13d7c,Le confort d'avancer à sa source,Alimentation,Fruits & Légumes,True,10.67,1.17,24.775,7.38,-0.49,2.73,2020-08-08,,False,SUPP_cc91058b,Turquie,5.75,,17.395,,0,0
PROD_7e282561,La liberté de concrétiser vos projets en toute tranquilité,Électronique,TV & Audio,False,7.03,0.22,289.61,188.01,0.3508,0.1,2016-08-20,2019-10-08,False,SUPP_3443b9a7,Turquie,0.1,0.3508166154483617,101.60000000000002,1144.0,0,0
PROD_c038a99f,La possibilité de louer à la pointe,Maison,Décoration,False,0.25,2.78,37.09,25.17,0.3214,1.86,2024-06-19,2030-12-31,False,SUPP_5ecd82d7,Espagne,6.51,0.3213804259908331,11.920000000000002,2386.0,0,1
PROD_f110686e,Le pouvoir de louer en toute tranquilité,Électronique,Accessoires,True,1.23,2.0,169.08,126.32,0.2529,2.85,2017-12-08,2020-06-29,False,SUPP_56259829,Espagne,4.84,0.2528980364324581,42.76000000000002,934.0,0,0
PROD_e6e953c2,L'avantage d'avancer à sa source,Maison,Mobilier,True,4.48,1.13,114.06,65.68,0.4242,2.1,2025-06-20,2030-12-31,False,SUPP_066cbfe1,Portugal,4.83,0.424162721374715,48.379999999999995,2020.0,0,0
PROD_38309b74,La liberté d'avancer de manière sûre,Alimentation,Boissons,True,9.43,4.09,6.96,5.91,0.1507,2.79,2017-07-27,2023-11-15,False,SUPP_daaac2d1,Portugal,3.31,0.1508620689655172,1.0499999999999998,2302.0,0,0
PROD_b9f4714b,Le pouvoir d'avancer à la pointe,Vêtements,Homme,False,5.07,0.43,75.92,52.35,0.3104,1.74,2024-04-25,2029-11-21,False,SUPP_169d3b95,Inde,4.17,0.31045837723919917,23.57,2036.0,0,0
PROD_10d30839,Le confort de louer sans soucis,Maison,Jardin,False,1.47,2.29,178.69,119.9,0.329,0.1,2015-02-25,2016-06-27,False,SUPP_057e5c34,Chine,0.73,0.32900554032122664,58.78999999999999,488.0,0,0
PROD_2a984e5a,La possibilité d'innover plus rapidement,Électronique,TV & Audio,True,1.51,6.02,65.77,31.41,0.5225,0.1,2019-06-23,2028-01-07,False,SUPP_5c5a6b21,Espagne,0.1,0.5224266382849324,34.36,3120.0,0,0
PROD_469654f9,L'art d'innover autrement,Alimentation,Épicerie,False,2.08,0.68,4.05,3.32,0.1813,0.15,2016-04-14,2021-04-27,False,SUPP_57b45ece,Portugal,4.09,0.18024691358024691,0.73,1839.0,0,0
PROD_d87dcae0,Le droit d'innover à sa source,Alimentation,Épicerie,True,2.0,0.88,8.75,6.17,0.2947,1.63,2016-07-18,2019-05-22,False,SUPP_45504840,France,2.02,0.2948571428571429,2.58,1038.0,0,0
PROD_d241e465,L'art d'évoluer à la pointe,Vêtements,Femme,False,3.23,0.61,48.67,22.77,0.5321,4.1,2022-12-21,2027-06-26,False,SUPP_d79c100c,Espagne,2.36,0.5321553318265873,25.900000000000002,1648.0,0,0
PROD_cd5eb4b5,L'assurance de concrétiser vos projets à la pointe,Maison,Décoration,False,0.44,0.99,53.34,36.04,0.3244,2.2,2018-06-24,2025-05-13,False,SUPP_5df504ae,Inde,6.49,0.324334458192726,17.300000000000004,2515.0,0,1
PROD_d0b64930,L'art d'évoluer de manière sûre,Électronique,Accessoires,False,0.93,0.51,230.08,172.35,0.2509,2.02,2022-02-09,2030-12-31,False,BADID,Allemagne,1.95,0.25091272600834497,57.73000000000002,3247.0,0,0
PROD_eaa51b94,L'art de louer à l'état pur,Maison,Mobilier,False,0.32,1.14,23.86,13.71,0.4256,2.3,2021-05-19,2028-04-24,False,SUPP_14718e76,Portugal,3.35,0.4253981559094719,10.149999999999999,2532.0,0,0
PROD_f3583a50,Le plaisir d'avancer sans soucis,Alimentation,Boissons,False,0.64,0.68,9.03,7.89,0.1267,1.94,2019-03-20,2021-11-08,False,SUPP_c3ad9e79,États-Unis,3.7,0.1262458471760797,1.1399999999999997,964.0,0,0
PROD_0f4ff793,Le plaisir de changer sans soucis,Alimentation,Épicerie,False,3.49,0.71,5.4,4.36,0.1918,0.9,2016-02-11,2021-05-08,False,SUPP_UNKNOWN,Inde,0.23,0.1925925925925926,1.04,1913.0,0,0
PROD_5261c087,La liberté d'innover sans soucis,Maison,Jardin,False,2.35,0.99,76.39,51.3,0.3285,2.13,2016-06-25,2024-10-21,False,SUPP_f6881808,Italie,0.1,0.32844613169263,25.090000000000003,3040.0,0,0
PROD_f9747e61,Le droit de changer à la pointe,Alimentation,Épicerie,True,3.03,0.71,6.61,5.48,0.1708,1.48,2021-11-25,2030-12-31,False,SUPP_1672f0f4,États-Unis,3.13,0.17095310136157335,1.13,3323.0,0,0
PROD_a868d9a8,Le droit de concrétiser vos projets à sa source,Maison,Mobilier,False,1.67,1.76,12.7,6.99,0.4494,1.81,2021-04-17,2025-04-07,False,SUPP_95cc6dd5,Italie,3.68,0.44960629921259837,5.709999999999999,1451.0,0,0
PROD_f6fdd231,L'art d'innover plus rapidement,Électronique,TV & Audio,False,1.45,0.38,1131.56,724.09,0.3601,0.1,2022-05-15,2028-02-28,False,SUPP_d1480191,Allemagne,2.82,0.36009579695287913,407.4699999999999,2115.0,0,0
PROD_0916a381,Le pouvoir de louer à la pointe,Alimentation,Épicerie,True,1.11,1.11,2.0,1.64,0.1818,0.69,2018-09-14,2021-01-29,False,SUPP_UNKNOWN,France,5.95,0.18000000000000005,0.3600000000000001,868.0,0,1
PROD_065273d0,La liberté d'innover à sa source,Électronique,Accessoires,True,1.48,3.2,217.92,133.87,0.3857,2.24,2018-07-08,2024-04-07,False,SUPP_e1e17290,Italie,5.2,0.3856919970631424,84.04999999999998,2100.0,0,0
PROD_beda735d,L'assurance d'innover avant-tout,Maison,Cuisine,False,0.89,3.31,29.5,18.05,0.3882,0.18,2024-02-15,2026-01-31,False,SUPP_dc161057,Allemagne,0.39,0.38813559322033897,11.45,716.0,0,0
PROD_271ff426,La liberté d'innover en toute tranquilité,Maison,Décoration,False,1.53,4.88,36.5,17.08,0.5321,2.6,2017-10-07,2021-05-09,False,SUPP_805a8682,Allemagne,2.66,0.532054794520548,19.42,1310.0,0,0
PROD_b7d97d8f,Le droit de concrétiser vos projets de manière sûre,Électronique,Accessoires,False,7.25,6.49,23.06,15.06,0.3469,2.77,2024-04-22,2026-12-22,False,SUPP_49f76e52,Chine,4.44,0.34692107545533385,7.999999999999998,974.0,0,0
PROD_c68016bf,L'art de concrétiser vos projets de manière efficace,Électronique,Accessoires,False,3.03,1.11,65.99,43.45,0.3416,0.88,2025-10-19,2030-11-30,True,SUPP_cc82cc7f,Allemagne,0.27,0.34156690407637513,22.539999999999992,1868.0,0,0
PROD_3347d0c5,Le plaisir de louer avant-tout,Maison,Décoration,False,2.77,2.69,258.85,174.26,0.3268,2.55,2021-03-02,2030-05-27,False,SUPP_682e4115,France,2.49,0.32679157813405457,84.59000000000003,3373.0,0,0
PROD_7ede26e9,Le droit d'évoluer à la pointe,Vêtements,Femme,False,1.43,0.63,34.41,14.16,0.5884,1.35,2019-08-06,2027-05-20,False,SUPP_b9b542d3,Espagne,3.81,0.5884917175239756,20.249999999999996,2844.0,0,0
PROD_a586904f,L'art d'innover à sa source,Alimentation,Produits laitiers,True,0.91,0.23,6.52,4.6,0.2948,0.78,2021-04-07,2028-03-27,False,SUPP_41ed0f7b,Italie,1.07,0.294478527607362,1.92,2546.0,0,0
PROD_ecb70f14,L'avantage de concrétiser vos projets de manière sûre,Maison,Décoration,True,0.69,11.8,135.01,76.01,0.437,4.03,2018-11-16,2021-12-19,False,SUPP_ab2f66c7,Inde,4.81,0.4370046663210132,58.999999999999986,1129.0,0,0
PROD_de4a02c1,L'avantage d'avancer plus facilement,Maison,Décoration,False,1.48,0.79,125.04,76.27,0.39,0.62,2018-08-07,2020-07-29,False,BADID,Turquie,4.05,0.3900351887396034,48.77000000000001,722.0,0,0
PROD_d15ad96d,Le pouvoir de changer en toute tranquilité,Maison,Décoration,False,1.2,5.12,16.98,9.66,0.4311,2.24,2023-09-18,2030-04-11,False,SUPP_7df83051,France,3.37,0.43109540636042404,7.32,2397.0,0,0
PROD_4f20d80e,L'avantage d'évoluer autrement,Hygiène,Hygiène bucco-dentaire,False,2.18,1.07,17.3,9.99,0.4225,2.17,2019-06-22,2027-12-24,False,SUPP_fcd741ac,Espagne,5.41,0.4225433526011561,7.3100000000000005,3107.0,0,0
PROD_a416a0e7,Le plaisir d'atteindre vos buts naturellement,Alimentation,Fruits & Légumes,True,0.43,2.73,8.82,6.97,0.2101,2.9,2018-02-04,2022-12-10,False,SUPP_f090f456,France,4.32,0.20975056689342408,1.8500000000000005,1770.0,0,0
PROD_1d98ea48,L'art de changer de manière sûre,Maison,Décoration,False,1.12,0.62,24.775,15.24,0.5128,1.69,2018-02-25,2027-05-05,False,SUPP_UNKNOWN,France,0.97,,9.534999999999998,3356.0,0,0
PROD_f189b945,L'assurance de changer à l'état pur,Vêtements,Homme,False,3.63,0.5,42.53,27.65,0.3498,1.57,2022-11-09,2030-12-31,False,SUPP_918631bc,États-Unis,2.98,0.3498706795203386,14.880000000000003,2974.0,0,0
PROD_c363ca92,La liberté de rouler à sa source,Hygiène,Soins cheveux,False,1.23,1.79,15.24,9.77,0.3591,1.17,2020-10-20,2021-12-21,False,SUPP_7e9c211d,Chine,5.53,0.35892388451443574,5.470000000000001,427.0,0,0
PROD_a036d414,L'art de rouler de manière efficace,Maison,Mobilier,True,1.3,1.93,11.34,5.2,0.5417,2.69,2024-05-25,2028-11-13,False,SUPP_257ca14c,Portugal,0.1,0.5414462081128748,6.14,1633.0,0,0
PROD_cfb4f3c5,La possibilité d'évoluer à sa source,Alimentation,Fruits & Légumes,False,0.6,0.57,29.02,19.4,0.3315,2.8,2015-11-24,2024-07-25,False,SUPP_45d8c162,France,5.19,0.33149552033080637,9.620000000000001,3166.0,0,0
PROD_462e29a1,L'avantage d'innover sans soucis,Électronique,Ordinateurs,False,5.75,0.36,83.7,54.99,0.343,4.07,2023-12-26,2029-06-09,False,SUPP_3493478b,Espagne,7.19,0.34301075268817205,28.71,1992.0,0,1
PROD_f31798e8,L'assurance de concrétiser vos projets de manière efficace,Hygiène,Soins corps,False,15.13,2.46,15.97,10.15,0.3645,2.09,2019-05-12,2020-09-27,False,SUPP_171b3f09,Allemagne,5.13,0.36443331246086413,5.82,504.0,0,0
