price_id,product_id,start_date,end_date,selling_price,purchase_cost,margin
PRC_57914f55,PROD_271ff426,2015-02-12,2016-04-24,122.55,77.85,0.36474908200734396
PRC_e9bd8d5c,PROD_271ff426,2016-02-01,2018-07-10,15.37,10.1,0.3428757319453481
PRC_85f0a224,PROD_271ff426,2017-10-07,2019-02-16,36.5,20.08,0.4498630136986302
PRC_6a4c01a7,PROD_271ff426,2019-02-17,2019-10-26,39.63,27.57,0.3043149129447389
PRC_cfef3010,PROD_271ff426,2019-10-27,,37.21,25.91,0.30368180596613814
PRC_c717a123,PROD_27434432,2017-08-23,2019-12-31,34.17,21.19,0.37986537898741585
PRC_37c31d3f,PROD_27434432,2020-01-01,2020-11-25,29.17,16.83,0.4230373671580392
PRC_bd8af625,PROD_27434432,2020-11-26,,33.46,24.73,0.26090854751942616
PRC_c937f9c1,PROD_27434432,2022-08-08,,67.05,43.98,0.3440715883668904
PRC_f83fda55,PROD_27434432,2023-05-09,,28.78,20.33,0.2936066712995136
PRC_8ec5ae1e,PROD_28201696,2020-09-28,2000-01-01,22.66,15.88,0.29920564872021177
PRC_4494fdd5,PROD_28201696,2022-09-02,2024-02-11,0.01,0.01,0.0
PRC_e018270f,PROD_28201696,2024-02-12,,0.01,0.01,0.0
PRC_895237a0,PROD_2832d5b0,2019-01-15,,817.52,520.16,0.36373422056952737
PRC_b224ffcb,PROD_2832d5b0,2023-12-08,,88.56,50.79,0.42649051490514905
PRC_ae3177db,PROD_286c5081,2019-10-07,2022-06-22,78.22,54.31,0.3056762976220915
BADID,PROD_286c5081,2021-12-05,,92.19,54.03,0.4139277578913114
PRC_c827fb2e,PROD_286c5081,2023-12-03,,61.93,39.28,0.36573550783142256
PRC_ffa80e17,PROD_286c5081,2025-11-22,,13.29,9.83,0.2603461249059443
PRC_1960f2b6,PROD_286eba57,2019-11-18,2021-11-24,35.77,20.87,0.41655018171652225
PRC_a0f8b6df,PROD_286eba57,2021-11-25,,40.12,24.65,0.385593220338983
PRC_319523d6,PROD_28c0578b,2018-08-07,2019-04-04,125.04,75.32,0.39763275751759447
PRC_32230ce9,PROD_28c0578b,2020-04-20,2021-12-04,86.64,56.93,0.3429132040627886
PRC_3e556ead,PROD_28c0578b,2025-09-11,,2.01,1.4,0.30348258706467657
PRC_53afc4dc,PROD_28c0578b,2025-11-22,,13.29,9.83,0.2603461249059443
PRC_bbbad235,PROD_29106720,2019-06-27,2022-02-23,15.76,9.17,0.41814720812182743
PRC_830fea0f,PROD_29106720,2021-09-25,,34.71,25.23,0.2731201382886776
PRC_414b38e2,PROD_29106720,2022-04-14,2023-01-31,52.38,36.01,0.3125238640702559
PRC_aa16be20,PROD_29106720,2023-02-01,,62.32,36.16,0.41976893453145064
PRC_ee2cc356,PROD_29106720,2023-02-09,,10.19,6.34,0.3778213935230618
PRC_43b5bc38,PROD_2a08e6d4,2015-09-07,2018-04-17,3.64,2.11,0.4203296703296704
PRC_6cfcc78f,PROD_2a08e6d4,2019-04-19,2020-10-08,16.64,11.79,0.29146634615384626
PRC_3fea53bf,PROD_2a08e6d4,2020-10-09,,19.88,12.74,0.35915492957746475
PRC_439f2562,PROD_2a08e6d4,2023-09-28,2025-03-13,316.24,183.01,0.42129395395901853
PRC_085cfd1c,PROD_2a2632e6,2018-06-30,,12.08,8.45,0.3004966887417219
PRC_ca2d4644,PROD_2a2632e6,2023-07-19,2025-01-09,119.85,71.71,0.40166875260742596
PRC_ed8563e0,PROD_2a2632e6,2025-01-10,,133.47,77.04,0.4227916385704652
PRC_e2412207,PROD_2a984e5a,2019-06-23,2021-04-25,65.77,39.3,0.4024631290862095
PRC_18c46cf2,PROD_2b0f3cb7,2015-02-13,2015-08-31,6.25,3.59,0.42560000000000003
PRC_32436e7a,PROD_2b0f3cb7,2015-09-01,2016-10-05,5.27,3.6,0.3168880455407969
PRC_28cd81ae,PROD_2c034fe9,2018-07-17,2020-08-13,11.12,7.25,0.3480215827338129
PRC_c0fedbba,PROD_2c034fe9,2022-03-05,2025-02-27,28.55,18.84,0.34010507880910684
PRC_0f2d0077,PROD_2c034fe9,2025-10-29,,14.26,10.01,0.2980364656381487
PRC_dc0b6732,PROD_2ca976db,2020-01-27,2020-09-02,69.0,49.39,0.2842028985507246
PRC_e0c0c576,PROD_2ca976db,2020-07-31,2022-12-15,46.78,26.77,0.42774690038477986
PRC_d1c49985,PROD_2ca976db,2021-10-10,2024-03-20,62.11,45.51,0.2672677507647722
PRC_92ebebc6,PROD_2ca976db,2022-08-04,,17.42,12.04,0.30884041331802536
PRC_fc5d1602,PROD_2ca976db,2024-03-21,,73.59,46.65,0.36608234814512847
PRC_a5da3758,PROD_2cad416d,2019-11-14,2021-10-20,0.01,0.01,0.0
PRC_3990bb77,PROD_2cad416d,2021-10-21,,0.01,0.01,0.0
PRC_bb34168d,PROD_2e4fc2b1,2021-05-23,2022-01-05,18.83,11.45,0.39192777482740304
PRC_fed32b5e,PROD_2e4fc2b1,2023-07-25,,17.41,10.25,0.4112578977599081
PRC_22720504,PROD_2e7ff4b0,2023-10-03,,7.92,5.93,0.2512626262626263
PRC_b8322b61,PROD_2ee65e38,2019-01-06,2021-08-29,137.29,79.49,0.4210066283050477
PRC_90354e4e,PROD_2ee65e38,2020-07-05,2022-05-22,9.77,6.62,0.32241555783009207
PRC_2f97a5a5,PROD_2ee65e38,2023-12-19,2024-11-04,45.78,29.83,0.3484054172127567
PRC_276b6ac2,PROD_2ee65e38,2024-11-05,,53.57,35.92,0.32947545267873807
PRC_34a493a4,PROD_2ee65e38,2025-12-20,,31.56,20.74,0.3428390367553866
PRC_611fc30b,PROD_2f3952d4,2017-10-04,2020-04-11,31.69,22.3,0.2963079835910382
PRC_e029ad71,PROD_2f3952d4,2020-04-04,,114.49,77.23,0.32544327015459856
PRC_6c917487,PROD_2f3952d4,2020-04-12,2022-03-12,29.12,18.65,0.35954670329670335
PRC_aa08ae2b,PROD_2f3952d4,2022-02-10,2024-02-03,10.69,6.77,0.36669784845650144
PRC_35221f05,PROD_2f3952d4,2022-03-13,,30.75,17.21,0.4403252032520325
PRC_b54bcc5d,PROD_3061da9c,2022-01-11,2023-10-13,3.02,2.19,0.27483443708609273
PRC_1b961f8a,PROD_3061da9c,2022-04-17,,3.92,2.66,0.3214285714285714
PRC_dca7409f,PROD_3061da9c,2025-11-22,,13.29,9.83,0.2603461249059443
PRC_cf5d20ee,PROD_3109e4df,2024-07-19,,66.19,41.61,0.3713551896056806
PRC_0a069b88,PROD_31f1f517,2018-10-04,2019-08-03,23.86,16.62,0.30343671416596807
PRC_c9b1b24d,PROD_31f1f517,2023-10-25,,75.46,56.58,0.25019878081102565
PRC_3747bc15,PROD_32f7e434,2020-04-13,,9.73,5.58,0.42651593011305244
PRC_8857e6e3,PROD_32f7e434,2021-09-17,2022-11-05,705.87,521.24,0.26156374403218724
PRC_38b55fa7,PROD_32f7e434,2022-11-06,2024-05-02,620.75,454.16,0.2683689085783326
BADID,PROD_32f7e434,2024-05-03,2000-01-01,675.38,441.39,0.34645680949983715
PRC_9fca018c,PROD_32f7e434,2025-02-28,,25.02,17.8,0.28856914468425254
PRC_77538983,PROD_3322afd7,2019-06-21,2020-09-27,20.82,14.36,0.3102785782901057
PRC_3921cfc6,PROD_3322afd7,2024-04-25,,75.92,55.07,0.27463119072708114
PRC_abf8cb6c,PROD_3347d0c5,2018-07-17,2021-03-10,146.57,84.61,0.42273316504059494
PRC_071ae71d,PROD_3347d0c5,2021-03-02,2022-06-14,258.85,143.88,0.4441568475951324
PRC_c34c2204,PROD_3347d0c5,2022-06-15,2023-08-16,207.12,119.24,0.42429509463113174
PRC_e416c2be,PROD_3347d0c5,2023-08-17,,174.62,128.42,0.264574504638644
PRC_cdf0ee32,PROD_3347d0c5,2024-04-25,,75.92,55.07,0.27463119072708114
PRC_f661b30a,PROD_33640352,2016-04-03,2018-04-01,11.17,6.95,0.37779767233661593
PRC_24247a10,PROD_33640352,2018-04-02,,9.87,5.54,0.43870314083080036
PRC_2053eafb,PROD_33640352,2021-09-28,2000-01-01,144.19,91.03,0.3686802136070462
PRC_9e71658a,PROD_33640352,2023-02-09,,10.19,6.34,0.3778213935230618
PRC_27ec18d8,PROD_33eac6db,2018-12-02,2020-08-12,56.15,32.36,0.423686553873553
PRC_64440aaf,PROD_33eac6db,2020-08-13,2022-02-06,49.83,36.89,0.25968292193457754
PRC_aa55d496,PROD_33eac6db,2022-02-07,,44.8,27.2,0.39285714285714285
PRC_e1a04809,PROD_33eac6db,2022-11-03,2024-09-21,9.62,6.96,0.27650727650727647
PRC_440b77f4,PROD_3476d289,2021-04-27,2023-08-12,192.41,135.03,0.29821734837066677
PRC_63906032,PROD_3476d289,2023-03-18,,271.59,163.79,0.39692183070068854
PRC_1ddfb357,PROD_3476d289,2023-08-13,,170.93,113.2,0.3377405955654362
PRC_38ea150c,PROD_34dd1e91,2025-05-26,,26.55,18.33,0.3096045197740114
PRC_24584137,PROD_34dd1e91,2025-09-11,,2.01,1.4,0.30348258706467657
PRC_47a4d722,PROD_34ddd7eb,2015-03-05,2018-01-28,10.01,6.03,0.3976023976023976
PRC_77e11b85,PROD_34ddd7eb,2016-09-03,2018-07-19,7.47,5.58,0.25301204819277107
PRC_3d29dca0,PROD_34ddd7eb,2018-07-15,,15.0,8.86,0.4093333333333334
PRC_651d33cb,PROD_34ddd7eb,2021-12-31,2022-10-13,1.13,0.84,0.2566371681415929
PRC_c6ef7331,PROD_34ddd7eb,2022-02-10,2024-02-03,10.69,6.77,0.36669784845650144
BADID,PROD_34ddd7eb,2022-10-14,2000-01-01,1.31,0.74,0.4351145038167939
PRC_da10b59b,PROD_34fe6662,2018-08-26,2019-04-18,15.54,9.22,0.40669240669240664
PRC_f2770590,PROD_34fe6662,2019-01-18,2021-10-26,5.65,4.24,0.24955752212389382
PRC_76076896,PROD_34fe6662,2022-08-05,2023-08-17,236.65,172.29,0.27196281428269603
PRC_69d9ffbe,PROD_34fe6662,2024-04-17,,106.11,73.42,0.3080765243615116
PRC_e31aa554,PROD_3585caf3,2019-05-18,2021-12-05,79.38,44.71,0.43675988914084146
PRC_bda144d9,PROD_3585caf3,2020-11-23,2021-10-12,69.24,43.11,0.37738301559792026
PRC_9e66e2c3,PROD_3585caf3,2021-03-16,2021-12-09,70.87,45.44,0.35882601947227327
PRC_2efc9b98,PROD_3585caf3,2021-12-06,2024-08-23,90.01,58.8,0.3467392511943118
PRC_1794534f,PROD_3585caf3,2024-08-24,,79.04,56.76,0.2818825910931175
PRC_c790b20a,PROD_35fb8829,2022-09-27,2024-07-08,16.0,9.64,0.39749999999999996
PRC_d5934a1e,PROD_35fb8829,2024-07-09,,14.37,10.02,0.30271398747390393
PRC_acbff622,PROD_362e04e9,2016-04-13,,9.44,6.09,0.3548728813559322
PRC_8317337d,PROD_362e04e9,2022-03-14,2023-05-21,209.03,118.29,0.4341003683681768
PRC_021c77e5,PROD_362e04e9,2023-05-22,2024-11-22,188.15,120.71,0.3584374169545576
PRC_49a45e66,PROD_370e7093,2018-07-20,,8.54,6.21,0.2728337236533957
PRC_1f58e160,PROD_370e7093,2021-10-05,2023-10-10,20.05,12.95,0.35411471321695764
PRC_e00d10d7,PROD_370e7093,2023-10-11,,16.7,9.59,0.42574850299401196
PRC_c7a7de14,PROD_373ce7cc,2018-08-07,2019-04-04,125.04,75.32,0.39763275751759447
PRC_6ccd031e,PROD_373ce7cc,2022-07-14,2025-05-29,7.09,5.11,0.2792665726375176
PRC_02658a4a,PROD_373ce7cc,2023-07-15,2000-01-01,48.76,34.23,0.2979901558654635
PRC_c59432dc,PROD_373ce7cc,2025-12-28,,10.88,6.15,0.43474264705882354
PRC_b38efd70,PROD_38309b74,2017-07-27,2018-12-10,6.96,4.08,0.41379310344827586
PRC_f0ec592e,PROD_38309b74,2017-09-17,,164.49,114.43,0.3043346100066873
PRC_182e8e39,PROD_38309b74,2018-03-31,,29.03,16.39,0.43541164312779884
PRC_8c925920,PROD_38309b74,2018-07-09,2000-01-01,48.21,30.68,0.36361750674133997
PRC_31b50299,PROD_38309b74,2018-12-11,,7.47,4.53,0.393574297188755
PRC_6be1d8d0,PROD_38309b74,2021-04-26,,59.14,38.26,0.35306053432532974
PRC_13e4396d,PROD_38309b74,2024-06-11,,13.24,8.07,0.3904833836858006
PRC_b8100ea8,PROD_38373723,2022-06-19,2024-02-26,175.71,129.1,0.2652666325194924
PRC_b2aa1664,PROD_38373723,2022-09-07,2023-11-25,9.91,7.39,0.25428859737638754
PRC_12b9791e,PROD_38373723,2023-11-26,,8.54,5.6,0.3442622950819672
PRC_518a6aad,PROD_39002d3b,2025-06-20,,114.06,72.61,0.363405225320007
PRC_41d07c66,PROD_39002d3b,2025-09-23,,30.47,21.85,0.2829012143091565
PRC_b5989af9,PROD_3925070f,2020-09-27,,222.69,139.72,0.37258071758947414
PRC_07538afc,PROD_3925070f,2021-04-17,2022-02-09,12.7,8.2,0.35433070866141736
PRC_b27de50f,PROD_3925070f,2023-06-19,,14.29,8.73,0.3890832750174947
PRC_2d3e40b8,PROD_3925070f,2023-10-13,2025-10-12,7.73,4.94,0.36093143596377747
PRC_44c3dbf8,PROD_3925070f,2023-11-12,2024-05-30,22.44,14.43,0.35695187165775405
PRC_0dc957cc,PROD_3925070f,2024-08-10,,18.61,10.69,0.42557764642665236
PRC_107ac086,PROD_39e4d9e8,2017-09-26,,5.01,3.06,0.3892215568862275
PRC_37abc069,PROD_3a018a4d,2019-05-18,2021-12-05,79.38,44.71,0.43675988914084146
PRC_5b863a16,PROD_3a018a4d,2019-10-10,2022-05-09,71.19,46.14,0.3518752633796881
PRC_b07bdc67,PROD_3a018a4d,2020-04-04,,114.49,77.23,0.32544327015459856
PRC_af0217b8,PROD_3a018a4d,2022-05-10,2023-09-27,76.56,43.71,0.4290752351097179
PRC_4bca6822,PROD_3a018a4d,2023-09-28,,61.93,40.52,0.34571290166316804
PRC_0dd7da7a,PROD_3a018a4d,2024-08-25,2025-11-18,18.73,10.92,0.41697810998398294
PRC_72b7ffc8,PROD_3ae36b2d,2019-10-17,2020-10-23,95.19,54.64,0.4259901250131316
PRC_7e0a98ac,PROD_3ae36b2d,2020-10-24,,104.59,65.74,0.3714504254708864
PRC_6495d649,PROD_3ae36b2d,2022-01-29,2023-03-25,7.63,4.71,0.382699868938401
PRC_62e91617,PROD_3ae36b2d,2024-04-18,,177.42,125.02,0.2953443805658888
PRC_faac8958,PROD_3b8e6ceb,2018-06-30,,12.08,8.45,0.3004966887417219
PRC_13cab0fa,PROD_3b8e6ceb,2020-11-15,,3.81,2.11,0.4461942257217848
PRC_10a87856,PROD_3b8e6ceb,2025-10-22,,9.15,5.52,0.3967213114754099
PRC_b188ebe9,PROD_3d989db0,2020-05-11,2022-09-04,6.09,4.32,0.2906403940886699
PRC_db4daf59,PROD_3d989db0,2022-11-22,2023-06-01,2.08,1.34,0.3557692307692307
PRC_c1bcfeef,PROD_3d989db0,2023-06-02,,2.46,1.38,0.4390243902439025
PRC_1661bc57,PROD_3daf4b0a,2016-06-01,,24.95,14.26,0.42845691382765533
BADID,PROD_3daf4b0a,2020-08-27,,67.34,39.36,0.4155034155034155
PRC_a92aa8a4,PROD_3daf4b0a,2022-06-19,2024-02-26,175.71,129.1,0.2652666325194924
PRC_b694f13d,PROD_3daf4b0a,2024-02-27,,184.9,129.08,0.3018929150892374
PRC_2c8bec30,PROD_3dbd9ce8,2020-08-13,2022-02-06,49.83,36.89,0.25968292193457754
BADID,PROD_3dbd9ce8,2021-06-07,2024-01-21,7.62,5.18,0.32020997375328086
PRC_9e195039,PROD_3dbd9ce8,2024-02-12,,0.01,0.01,0.0
PRC_5a597917,PROD_3dbd9ce8,2024-04-30,,36.04,24.11,0.33102108768035515
PRC_9f744fa8,PROD_3eb2ee25,2016-11-27,2018-11-23,197.72,145.0,0.2666396924944366
PRC_8f05b8fd,PROD_3eb2ee25,2018-04-13,2019-10-13,20.34,14.42,0.2910521140609636
PRC_98e713af,PROD_3eb2ee25,2024-01-14,2024-08-21,124.21,73.17,0.41091699541099747
PRC_7bcd3ed1,PROD_3eb2ee25,2024-08-22,,112.32,76.95,0.3149038461538461
PRC_969a2081,PROD_3feac862,2020-03-19,2021-05-09,13.76,10.3,0.25145348837209297
PRC_f5499f1d,PROD_3feac862,2022-06-19,2024-02-26,175.71,129.1,0.2652666325194924
PRC_ecbe9836,PROD_3feac862,2024-07-19,,8.44,4.92,0.41706161137440756
PRC_01a75620,PROD_3feac862,2024-09-13,,3.1,2.1,0.3225806451612903
PRC_78ea0d59,PROD_40285ede,2019-08-14,2022-03-10,322.46,217.52,0.3254357129566457
PRC_e962f73f,PROD_4094853a,2018-03-20,2019-05-17,64.68,47.43,0.2666975881261596
PRC_739ef899,PROD_4094853a,2020-10-02,,82.67,47.7,0.4230071368089996
PRC_e9c66883,PROD_42ae6cd6,2019-05-09,2022-01-08,0.01,0.01,0.0
PRC_07b4b618,PROD_42ae6cd6,2022-01-17,2024-04-17,168.49,108.36,0.35687577897798095
PRC_48619c76,PROD_42ae6cd6,2022-08-03,2023-06-03,16.08,11.42,0.28980099502487555
PRC_825b1ac8,PROD_42ae6cd6,2023-06-04,,13.12,7.69,0.41387195121951215
PRC_bc00fc37,PROD_4444808b,2018-05-21,2020-05-19,232.0,142.48,0.3858620689655173
PRC_752839af,PROD_4444808b,2020-05-20,,272.91,166.59,0.3895789820820051
PRC_b969173b,PROD_45b0e07f,2019-10-07,2022-06-22,78.22,54.31,0.3056762976220915
PRC_ae21cfd5,PROD_45b0e07f,2023-08-28,2024-12-22,9.61,6.05,0.3704474505723205
PRC_fae3a48b,PROD_45b0e07f,2024-12-23,,10.49,5.78,0.4489990467111535
PRC_77ae9957,PROD_4629d4bc,2017-08-24,2019-06-25,5.37,2.96,0.44878957169459965
PRC_946db25d,PROD_4629d4bc,2019-05-27,,12.72,7.61,0.40172955974842767
PRC_912fcba2,PROD_4629d4bc,2021-09-22,,32.01,19.87,0.3792564823492658
PRC_c9a073f5,PROD_4629d4bc,2022-08-03,2023-06-03,16.08,11.42,0.28980099502487555
PRC_4194d381,PROD_4629d4bc,2023-08-30,2025-12-30,18.39,11.93,0.35127786840674285
PRC_b50c73e8,PROD_4629d4bc,2023-08-30,,1.48,0.98,0.33783783783783783
PRC_c5fd9de1,PROD_4629d4bc,2024-07-06,,10.43,5.74,0.4496644295302013
PRC_7127abc9,PROD_4629d4bc,2025-11-22,,13.29,9.83,0.2603461249059443
PRC_bb01c289,PROD_462e29a1,2021-01-07,2023-03-14,21.5,13.45,0.37441860465116283
PRC_bec89fc3,PROD_462e29a1,2021-08-20,,0.01,0.01,0.0
PRC_4c372ff0,PROD_462e29a1,2023-05-15,,93.53,60.3,0.3552870736662034
PRC_97f03994,PROD_462e29a1,2023-12-26,2025-07-21,83.7,61.46,0.26571087216248507
PRC_fd108b9c,PROD_462e29a1,2024-09-13,,3.1,2.1,0.3225806451612903
PRC_524317fb,PROD_462e29a1,2025-07-22,,89.32,57.38,0.357590685176892
PRC_d777b10e,PROD_469654f9,2016-04-14,2018-05-31,4.05,2.46,0.39259259259259255
PRC_91203687,PROD_469654f9,2018-06-01,2020-01-18,3.76,2.24,0.4042553191489361
PRC_0e724f8a,PROD_469654f9,2020-01-19,,4.27,2.7,0.3676814988290397
PRC_7740bd4e,PROD_469654f9,2021-01-14,,135.03,95.52,0.29260164407909356
PRC_c679cfc7,PROD_47662ee5,2017-03-21,2018-05-18,124.4,77.52,0.3768488745980708
PRC_197dc7be,PROD_47662ee5,2021-07-18,2024-01-23,24.22,16.84,0.3047068538398018
PRC_b2509126,PROD_47662ee5,2024-07-09,,5.16,3.52,0.3178294573643411
PRC_4f30a0fa,PROD_49cf28ef,2018-08-26,2019-04-18,15.54,9.22,0.40669240669240664
PRC_a1505bcf,PROD_49cf28ef,2024-03-21,,8.53,5.2,0.3903868698710433
PRC_aea3037d,PROD_4a1fe2ff,2017-07-27,2018-12-10,6.96,4.08,0.41379310344827586
PRC_453aea79,PROD_4a1fe2ff,2020-03-08,2022-05-20,209.22,128.27,0.3869132970079342
PRC_f7e57268,PROD_4a1fe2ff,2022-05-21,2024-09-13,237.17,131.46,0.4457140447780073
BADID,PROD_4a1fe2ff,2024-09-14,2000-01-01,254.65,178.53,0.2989200863930886
PRC_9ec6a138,PROD_4aac8a0c,2018-06-13,2020-06-14,8.5,5.39,0.3658823529411765
PRC_68f30feb,PROD_4aac8a0c,2018-11-26,2021-03-27,79.89,44.62,0.44148203780197776
PRC_4226f61a,PROD_4aac8a0c,2022-02-07,,44.8,27.2,0.39285714285714285
PRC_74ddd3e6,PROD_4aac8a0c,2024-04-12,2025-08-12,239.26,149.22,0.37632700827551613
PRC_ab1a4b8e,PROD_4ac90eb3,2015-06-15,2016-02-18,276.52,200.18,0.27607406335888895
PRC_a5c0ec99,PROD_4ac90eb3,2019-01-24,2021-05-11,1.28,0.95,0.25781250000000006
PRC_4516ec62,PROD_4ac90eb3,2023-08-13,,170.93,113.2,0.3377405955654362
PRC_b085e511,PROD_4afda028,2022-01-27,,34.24,25.44,0.25700934579439255
PRC_e6bca993,PROD_4afda028,2022-03-14,2023-05-21,209.03,118.29,0.4341003683681768
PRC_99116a97,PROD_4b563459,2021-09-08,,6.87,4.29,0.37554585152838427
PRC_7d8a8f5d,PROD_4b563459,2024-07-05,,14.48,8.88,0.38674033149171266
PRC_23b9de7b,PROD_4b57bc61,2023-07-21,,10.43,5.89,0.43528283796740175
PRC_2e16ee45,PROD_4b57bc61,2025-10-29,,14.26,10.01,0.2980364656381487
PRC_92c02891,PROD_4b7d8316,2019-06-27,2022-02-23,15.76,9.17,0.41814720812182743
PRC_ed588ba4,PROD_4b9367a4,2015-02-27,2017-12-31,14.17,8.31,0.41354975299929425
PRC_fb388b03,PROD_4b9367a4,2018-01-01,2020-02-02,16.67,11.67,0.29994001199760056
PRC_2436525d,PROD_4ba6fa49,2025-11-01,,224.54,140.72,0.37329651732430746
PRC_e824d627,PROD_4c4ce3c3,2019-05-28,2020-11-09,31.07,21.96,0.29320888316704213
PRC_e04bab94,PROD_4c4ce3c3,2020-11-10,,34.94,24.78,0.2907842014882655
PRC_21a04278,PROD_4c9f648d,2016-09-03,2018-07-19,7.47,5.58,0.25301204819277107
PRC_eb4a5d25,PROD_4c9f648d,2018-02-08,2020-02-01,170.49,113.66,0.33333333333333337
PRC_8e4f532c,PROD_4c9f648d,2020-05-11,2023-01-03,23.53,16.38,0.3038674033149172
PRC_550edef9,PROD_4c9f648d,2023-02-26,2024-12-07,26.2,19.13,0.2698473282442748
PRC_9e5e6663,PROD_4c9f648d,2024-12-08,,24.46,17.2,0.2968111201962388
PRC_513d1a15,PROD_4cf85b65,2015-12-12,2017-05-13,15.45,8.77,0.4323624595469256
PRC_eb42f1c5,PROD_4cf85b65,2016-11-20,2019-11-17,32.64,22.94,0.2971813725490196
PRC_88042140,PROD_4cf85b65,2017-05-14,2018-11-01,17.13,10.25,0.40163455925277286
PRC_b41e517f,PROD_4d4f4780,2017-02-22,2018-01-11,8.32,5.31,0.3617788461538462
PRC_86fb0c3b,PROD_4d4f4780,2020-01-06,2021-09-20,37.95,22.4,0.4097496706192359
PRC_3a6fc817,PROD_4d4f4780,2021-09-21,2023-05-08,34.13,21.17,0.3797245824787577
PRC_23ba5c16,PROD_4d4f4780,2021-12-10,,81.57,59.98,0.2646806423930366
PRC_62d19877,PROD_4d4f4780,2023-05-09,,28.78,20.33,0.2936066712995136
PRC_28e14c36,PROD_4e03bc3b,2015-09-07,2018-04-17,3.64,2.11,0.4203296703296704
PRC_6887ba62,PROD_4e03bc3b,2018-07-17,2021-03-10,146.57,84.61,0.42273316504059494
BADID,PROD_4e03bc3b,2020-04-12,,17.17,9.56,0.44321490972626676
PRC_141caf3c,PROD_4e03bc3b,2021-03-11,2023-02-01,163.98,115.26,0.29710940358580307
PRC_e881dd4b,PROD_4e03bc3b,2023-02-02,,132.72,82.08,0.38155515370705245
PRC_f5426030,PROD_4e03bc3b,2024-02-23,,16.36,11.53,0.2952322738386308
PRC_93a16038,PROD_4e4963c8,2021-02-17,2023-06-17,25.01,14.0,0.4402239104358257
PRC_cb5c9654,PROD_4e4963c8,2023-04-08,,2.01,1.21,0.3980099502487562
PRC_b0ba16f3,PROD_4e4b9934,2017-08-18,2018-11-28,0.01,0.01,0.0
PRC_65887132,PROD_4e4b9934,2018-08-07,2019-04-04,125.04,75.32,0.39763275751759447
PRC_137f29dc,PROD_4e4b9934,2018-11-29,,0.01,0.01,0.0
PRC_19755999,PROD_4e4b9934,2020-10-07,2023-03-17,253.4,169.46,0.33125493291239144
PRC_4aa6e823,PROD_4e4b9934,2024-01-13,2024-08-22,27.46,19.61,0.2858703568827386
PRC_902f6e21,PROD_4e4b9934,2025-01-23,,3.33,2.03,0.3903903903903905
PRC_06e0d79f,PROD_4f20d80e,2016-03-24,2018-10-08,5.79,3.98,0.3126079447322971
PRC_5b5db398,PROD_4f20d80e,2019-06-22,2021-11-21,17.3,11.19,0.35317919075144516
PRC_a862f299,PROD_4f20d80e,2020-06-11,2021-10-07,57.27,35.28,0.38397066526977475
PRC_e5a104fb,PROD_4f20d80e,2021-11-22,,18.7,12.53,0.32994652406417113
PRC_bddc21b7,PROD_4f36a3e3,2016-01-04,2018-03-30,14.9,9.1,0.389261744966443
PRC_fdd65134,PROD_4f36a3e3,2016-04-25,,106.93,70.85,0.33741700177686346
PRC_63c1c020,PROD_4f36a3e3,2018-03-31,2019-10-03,12.49,8.52,0.31785428342674144
PRC_5465489d,PROD_4f36a3e3,2019-10-04,,13.63,8.96,0.34262655906089506
PRC_aac5090a,PROD_4fc63313,2018-07-17,2021-03-10,146.57,84.61,0.42273316504059494
PRC_002a1bd1,PROD_4fc63313,2021-12-10,,81.57,59.98,0.2646806423930366
PRC_f81f37d7,PROD_4fc63313,2022-08-03,2023-06-03,16.08,11.42,0.28980099502487555
PRC_a9c4af0c,PROD_4fc63313,2022-08-05,2023-08-17,236.65,172.29,0.27196281428269603
PRC_6f9c7c4e,PROD_4fc63313,2023-09-30,2024-11-19,112.59,78.68,0.30118127720046184
PRC_eca05216,PROD_4fc63313,2024-11-20,,124.88,88.16,0.29404228058936577
PRC_b3a49b00,PROD_50134e0d,2015-02-13,2015-08-31,6.25,3.59,0.42560000000000003
PRC_e26184f7,PROD_50155486,2019-09-01,2021-01-13,155.7,116.62,0.25099550417469485
PRC_fab62215,PROD_50155486,2019-12-22,2022-01-09,64.58,39.76,0.3843295137813565
PRC_bb36c962,PROD_50155486,2021-01-14,,135.03,95.52,0.29260164407909356
PRC_7df0cdba,PROD_506eb2de,2022-09-30,2024-07-08,4.54,2.81,0.381057268722467
PRC_25b7a6c7,PROD_506eb2de,2024-07-09,,5.16,3.52,0.3178294573643411
PRC_2b643a4e,PROD_50b599f1,2020-10-07,2023-03-17,253.4,169.46,0.33125493291239144
PRC_3c3db530,PROD_50b599f1,2023-03-18,,271.59,163.79,0.39692183070068854
PRC_c80b8e26,PROD_50cedf4d,2017-08-24,2019-06-25,5.37,2.96,0.44878957169459965
PRC_7d9c01aa,PROD_50cedf4d,2018-03-04,2018-10-10,4.34,2.61,0.3986175115207373
PRC_e05adb92,PROD_50cedf4d,2022-01-10,2023-01-07,69.32,41.62,0.3995960761684939
PRC_7098377a,PROD_50cedf4d,2023-08-25,,211.25,135.78,0.35725443786982247
PRC_8cbf4bf2,PROD_50cedf4d,2025-05-26,,26.55,18.33,0.3096045197740114
PRC_4ef83eda,PROD_5177cabb,2018-01-22,2020-07-04,10.54,6.35,0.39753320683111953
PRC_834b0d15,PROD_5177cabb,2018-11-07,2021-07-18,43.83,32.64,0.2553045859000684
